star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,ipc-title__text,ipc-voting__label__text,ipc-voting__dot-separator,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,main_review
,,https://www.imdb.com/title/tt0068646/review/rw0123429/?ref_=tturv_904,"Boring, slow, way overated",Helpful,•,1,3,Lauramaddy,https://www.imdb.com/user/ur1095484/?ref_=tturv_usr_904_t,"Jun 22, 2002",https://www.imdb.com/title/tt0068646/review/rw0123429/?ref_=tturv_perm_904,"if you think that a dude mumbling with cotton stuffed in his cheeks is the hieght of great acting, this is the movie for you. this had got to be the most overated movie in the history of movies. i mean, its way too long and stretched out. boring! theres nothing here that hasnt been done better in a TV movie of the week which won't take three miserable hours of your life to do it, too. i know this has a real reputation as the best movie ever made or whatever, but i don't like to be able to drive a truck through the pauses and stretched out diologue. the truth? this is a movie for people who think that long long movies that are so dim you can't even hardly see anything are the hieght of art. -----"
10,/10,https://www.imdb.com/title/tt0068646/review/rw0123416/?ref_=tturv_905,The best film ever.,Helpful,•,3,1,mcarmona,https://www.imdb.com/user/ur0477331/?ref_=tturv_usr_905_t,"Oct 18, 2003",https://www.imdb.com/title/tt0068646/review/rw0123416/?ref_=tturv_perm_905,"I'm a movie fan! I love most movies I see (except of, for example, ""Crash""), but, this one movie, for me, has everything a movie must have.First off (and as John Travolta says in ""Swordfish""), it has REALISM. From the girls and the boys at the wedding (all of them seems truly Italian) to the Scene when the filmmaker found he has no legs. Everything it made truly believable. ACTING. And that's not a minor factor. Everyone acts as hell, everything is so well done. Almost impossible to believe. DIRECTING. Yes, this is one of the (if not the) best directed movies. Everything's on its place. I truly love it!I can keep on naming good aspects of this wonderful movie, but truth is that I just can't explain why I watched this movie more than 50 times and still, every single Friday night we gather around the TV set to watch it again...A gem I could not afford not to share with the rest..."
,,https://www.imdb.com/title/tt0068646/review/rw0123328/?ref_=tturv_906,Wonderful!!!!,Helpful,•,2,2,Emerenciano,https://www.imdb.com/user/ur1577447/?ref_=tturv_usr_906_t,"Apr 11, 2002",https://www.imdb.com/title/tt0068646/review/rw0123328/?ref_=tturv_perm_906,"Considered by many people (including the top 250 rank here in IMDb) as the best film in history, ""The Godfather"" is that kind of movie you just can't miss. Where else can we find great actors like Marlo Brando, Al Pacino, Robert Duvall and James Caan? In part II Robert De Niro enhances this trilogy even more.The story is about Vito Corleone (Brando) who is the leader of a New York Mafia family, The Corleone, that make money with gambling.His son Michael (Pacino) doesn't feel like taking part in this life although he's often invited to by his father.Vito Corleone has even more problems when he doesn't want to take part in drug business and when he sees that there's no one to substitute him in the family leadership.My rate 10/10"
10,/10,https://www.imdb.com/title/tt0068646/review/rw0123159/?ref_=tturv_907,The Godfather of Mobster flicks,Helpful,•,2,2,caspian1978,https://www.imdb.com/user/ur0826090/?ref_=tturv_usr_907_t,"Apr 15, 2001",https://www.imdb.com/title/tt0068646/review/rw0123159/?ref_=tturv_perm_907,"This is the one. There is no other. No other gangster film can come close to the power that is the Godfather. The original gangster films like Public Enemy and Little Caesar can't add up to the masterpiece of the Godfather. Equal to the movie Boogie Nights, the Godfather is about family! True, you got the mob relations like Boogie Nights deals with the Porn Industry, but it has nothing to do with it. The main issue of both films is family.The struggle of the family within the family. Watch and see how Michael runs the family different that how his father did. Watch the changing of the world as a new generation takes over. One of Coppola's best. It can never be bettered."
,,https://www.imdb.com/title/tt0068646/review/rw0123034/?ref_=tturv_908,THis movie is almost as long and boring as Titanic,Helpful,•,1,3,Tsk311,https://www.imdb.com/user/ur0326458/?ref_=tturv_usr_908_t,"Apr 7, 2000",https://www.imdb.com/title/tt0068646/review/rw0123034/?ref_=tturv_perm_908,"I guess i can see why some people like this movie, a boring film will attract boring people, But i am an adventurist, and if it takes more than 3 hours to tell a story, then i dont want to hear it. This movie put me to sleep, and i can honestly say i had a wonderful NAP while this movie took place. The story is slow, not very eventful, just has the sparatic havic scenes like the bad al pacino movie HEAT. Anyways, if you like pacino, fine, be my guest, But this film is far from number 1 in my opinion"
10,/10,https://www.imdb.com/title/tt0068646/review/rw0123033/?ref_=tturv_909,A True masterpiece,Helpful,•,2,2,tomrito,https://www.imdb.com/user/ur0638297/?ref_=tturv_usr_909_t,"Apr 7, 2000",https://www.imdb.com/title/tt0068646/review/rw0123033/?ref_=tturv_perm_909,"This is more a comment on the comments then on the movie.  The movie was so well made, great story telling, great acting, and a vivid look at a time gone by in American history.  What is really funny is that reading the comments you find two or three people that say this movie was junk.  To say it is not the best of all time is one thing, I like Casablanca and Lawrence of Arabia better myself, but to say that this was a bad movie is unthinkable.  But that is what makes this web site so much fun.  Everyone can voice their opinion."
10,/10,https://www.imdb.com/title/tt0068646/review/rw0123024/?ref_=tturv_910,No other movie can touch it.,Helpful,•,1,3,BLDJ,https://www.imdb.com/user/ur0446947/?ref_=tturv_usr_910_t,"Feb 28, 2000",https://www.imdb.com/title/tt0068646/review/rw0123024/?ref_=tturv_perm_910,"Hmmmm... well... I spent some time thinking about what I would write about this movie. First off, I am very disappointed I can´t give this movie a 11. Because you see... it is that good. It is nothing more and nothing less than perfection- if they cut a part of the moive, I would miss it. If they add anything to it, I would discard it. Acting is top-notch. Direction cannot receive comments enough to describe how good it is. The story is one of the best ever. I mean... what more could anyone want?I am very sad a lot of people that voted for American Beauty made it look like as good as this one. I mean... we cannot compare both movies, can we? If this one drops one rank because of pityful American Beauty, i will be very sad. And I just can imagine anyone giving this one a 1. 7 at least. Not 1 or 2 or 3. People who give ratings like this to a movie such as The Godfaher must only like unimaginative amateur movies such as American Beauty. Sorry I am talking about another movie, but I just can´t imagine The Godfather loosing one rank to American Beauty."
10,/10,https://www.imdb.com/title/tt0068646/review/rw0122996/?ref_=tturv_911,My second favorite movie of all time.,Helpful,•,1,3,Adriane,https://www.imdb.com/user/ur0153547/?ref_=tturv_usr_911_t,"Dec 10, 1999",https://www.imdb.com/title/tt0068646/review/rw0122996/?ref_=tturv_perm_911,"I am half Italian, so I must comment on this film. It is a part of my family, it is our heritage. Almost everyone in my family owns the trilogy. They are some of the most brilliant films ever made. Francis Ford Coppola is nothing short of the most brilliant director of the century. Everyone in the cast is perfect, especially Marlon and Al. Pacino is his usual genius self. The unfolding of these characters is a story of its own. The 4 Corleone brothers are all very different. Sonny, (wonderful performance by James Caan), the hot-headed, quick tempered man, Fredo, weak and powerless, goes to Vegas to set up business, only to be brought down my Michael. Michael, the most sensible, if not accepting of his family's business, he is the most likely successor of the title. Finally, Robert Duvall (a wonderful performance as well) , as Tom the lawyer and trusted counselor to the Corleone's. Watching everyone on screen and the story of the family is nothing short if genius. Watch only if you have three hours for each movie to spare, and if you like complicated character stories. It's an offer you can't refuse."
9,/10,https://www.imdb.com/title/tt0068646/review/rw0122995/?ref_=tturv_912,The best film ever made.,Helpful,•,1,3,Timothy,https://www.imdb.com/user/ur0078557/?ref_=tturv_usr_912_t,"Sep 17, 1998",https://www.imdb.com/title/tt0068646/review/rw0122995/?ref_=tturv_perm_912,"Well, after reading the other comments I can only conclude that I have nothing to add. This is the best movie ever made. I can recite what others have said, but I won't. Thank God he created everybody who has helped making this film. And to the one person on this world, who didn't like it: Sorry for you, you're life won't be complete."
10,/10,https://www.imdb.com/title/tt0068646/review/rw0122992/?ref_=tturv_913,THE FINEST MAFIA FILM I HAVE EVER SEEN,Helpful,•,1,3,chrisow,https://www.imdb.com/user/ur0527153/?ref_=tturv_usr_913_t,"Dec 4, 1999",https://www.imdb.com/title/tt0068646/review/rw0122992/?ref_=tturv_perm_913,"The title says it all.I absaloutly adore this film.Some say part II is the best but I wouldn't really agree.Excellent performances from Marlon Brando,Al Pacino and James Caan as the Family.The perfect film for a Friday night,and a Saturday etc"
,,https://www.imdb.com/title/tt0068646/review/rw0122991/?ref_=tturv_914,Seeing this movie is an offer you can't refuse!,Helpful,•,1,3,wishkah7,https://www.imdb.com/user/ur0473855/?ref_=tturv_usr_914_t,"Dec 2, 1999",https://www.imdb.com/title/tt0068646/review/rw0122991/?ref_=tturv_perm_914,"I saw this movie for the first time when I was 17.  The best part was the wedding!  The Godfather is one of my favorite movies, part 2 was cool, too! This movie isn't only about a Mafia power struggle, it also focuses on honoring and looking out for the family, and not to mention the Italian culture!  I've spent a lot of my summers during my childhood in Italy.  So, I understood what was happening when Sonny was beating up on Connie's abusive husband and when Michael warned Fredo in Vegas never to go against his family.  The Corleones were a very close, tight family who looked out for each other and stood up for one another during Mafia battles and other conflicts as well.  And it all boiled down to honoring the family! 
 I was also rooting for Michael when he took down Sollozo and the Police Chief!  Al Pacino is one of my favorite actors, and was excellent in this, and in a lot of his other movies, too.  So, if you haven't seen this movie, please go and rent it!  You might like it, or maybe you won't.  But it's still worth seeing."
10,/10,https://www.imdb.com/title/tt0068646/review/rw0122963/?ref_=tturv_915,A Landmark Picture,Helpful,•,2,2,DanB-4,https://www.imdb.com/user/ur0200644/?ref_=tturv_usr_915_t,"Aug 27, 1999",https://www.imdb.com/title/tt0068646/review/rw0122963/?ref_=tturv_perm_915,
10,/10,https://www.imdb.com/title/tt0068646/review/rw0122962/?ref_=tturv_916,One of the greatest,Helpful,•,3,1,SB-2,https://www.imdb.com/user/ur0059479/?ref_=tturv_usr_916_t,"Aug 22, 1998",https://www.imdb.com/title/tt0068646/review/rw0122962/?ref_=tturv_perm_916,"This is one of my favorite movies.  A very good cast which includes Marlon Brando, Al Pacino, James Caan, Robert Duvall, and many more.  I was very moved by this story.  It is a very believable movie.  It's gotta be one of the best movies ever made."
10,/10,https://www.imdb.com/title/tt0068646/review/rw0122951/?ref_=tturv_917,A Masterpiece,Helpful,•,3,1,Flamcam,https://www.imdb.com/user/ur0086036/?ref_=tturv_usr_917_t,"Aug 19, 1998",https://www.imdb.com/title/tt0068646/review/rw0122951/?ref_=tturv_perm_917,"The Godfather is definitely one of the best films ever made. There is great acting ,and a truly great story which is very entertaining. It is exciting to watch and even if you do not like crime or criminals you will somehow like the ones in this movie. I JUST CAN""T PUT THE GREATNESS OF THIS MOVIE INTO WORDS!"
6,/10,https://www.imdb.com/title/tt0068646/review/rw9992456/?ref_=tturv_918,Is it really that good? Is it overrated?,Helpful,•,1,2,andrejljubic,https://www.imdb.com/user/ur160477640/?ref_=tturv_usr_918_t,"Sep 3, 2024",https://www.imdb.com/title/tt0068646/review/rw9992456/?ref_=tturv_perm_918,"Is it really that good?Is it overrated?As a film that presents it as a gangster film, I would say that it is not overrated and that the plot is much more elaborate and tense than, for example, ""Goodfellas"". But if the film is viewed from the aspect of drama or crime films, it lacks a slightly more detailed plot that will still bring something into your memory that you will not forget for many years.As for the director's imagination and acting...Director Francis Ford Coppola chose a top-notch production and added ""flavor"" to the film with the help of photography and music. This can be seen already at the beginning of the film during the wedding, where you can see that the photography is phenomenal and that every frame of the film is superb for the year 1972. The music accompanies every slightly tense part of the film and calms down with Italian notes during calm frames. Those two aspects certainly give the film an additional charm, and in that regard it can definitely be called a classic.The acting of Marlon Brando, Al Pacino, James Caan, and others is outstanding and fully harmonizes with the theme of the film (which is the life of a Corleone mafia family).All in all, the film is a classic that can definitely be seen because it is different from others for that time, but I still think it is a little overrated because I don't see a single plot that I could tell others to watch."
,,https://www.imdb.com/title/tt0068646/review/rw9878997/?ref_=tturv_919,One of the best films of all time,Helpful,•,3,0,modyedge,https://www.imdb.com/user/ur183844649/?ref_=tturv_usr_919_t,"Jul 1, 2024",https://www.imdb.com/title/tt0068646/review/rw9878997/?ref_=tturv_perm_919,"One of the best films of all time, an absolute masterpiece, The Godfather stands as a pinnacle of cinematic achievement. Directed by the legendary Francis Ford Coppola and based on Mario Puzo's novel, it is arguably the finest gangster drama ever made, setting the standard for the genre and for cinema as a whole. The film's intricate storytelling, rich character development, and unforgettable performances, particularly by Marlon Brando and Al Pacino, create an immersive experience that captures the complex dynamics of power, loyalty, and family. Its influence on filmmaking is profound, inspiring countless directors and shaping the narrative structure and visual style of many subsequent movies. With its haunting score, iconic lines, and meticulously crafted scenes, The Godfather transcends its genre to become a cultural landmark, forever etched in the annals of film history."
9,/10,https://www.imdb.com/title/tt0068646/review/rw9858346/?ref_=tturv_920,GOOD MOVIE,Helpful,•,3,0,everyday-04719,https://www.imdb.com/user/ur183599860/?ref_=tturv_usr_920_t,"Jun 20, 2024",https://www.imdb.com/title/tt0068646/review/rw9858346/?ref_=tturv_perm_920,"I LIKE IT. A flawless movie. This movie translates from the book perfectly! This movie made me want to be a director and create film. Everyone's acting was perfect. To think that Puza wrote this specifically to make a hit is at first crazy.From the aspects that have been reviewed, the author states that the film The Godfather truly deserves to be the king of mafia-themed films. The plot is neat and the storyline is not boring. The acting quality of the actors and actresses is not half-hearted. The use of props is also total (that horse's head, you know!) and also music that suits the theme being carried. If The Shawshank Redemption had never existed, perhaps the one that would be in first place right now would be this film. Two thumbs don't seem to be enough to appreciate the masterpiece of director Francis and also Mario Puzo as the author of the novel. Salute!"
8,/10,https://www.imdb.com/title/tt0068646/review/rw9714356/?ref_=tturv_921,This is a fun-filled movie for the whole family. The story follows a group of kids,Helpful,•,0,3,sportsleau,https://www.imdb.com/user/ur179629438/?ref_=tturv_usr_921_t,"Apr 1, 2024",https://www.imdb.com/title/tt0068646/review/rw9714356/?ref_=tturv_perm_921,"This is a fun-filled movie for the whole family. The story follows a group of kids who embark on an exciting journey to find hidden treasure. From start to finish, the movie is packed with action, humor, and heartwarming moments. The young actors deliver charming performances, making it easy to root for them as they face various challenges along the way. The special effects are impressive, adding to the excitement of the adventure. While the plot may be predictable at times, it's still an enjoyable ride that will keep audiences entertained. Overall, ""The Adventure Kids"" is a delightful film that offers wholesome entertainment for viewers of all ages."
7,/10,https://www.imdb.com/title/tt0068646/review/rw9710249/?ref_=tturv_922,Good but not amazing,Helpful,•,0,3,brianrorr,https://www.imdb.com/user/ur47142541/?ref_=tturv_usr_922_t,"Mar 30, 2024",https://www.imdb.com/title/tt0068646/review/rw9710249/?ref_=tturv_perm_922,
9,/10,https://www.imdb.com/title/tt0068646/review/rw9452278/?ref_=tturv_923,"Good, but maybe a bit overrated",Helpful,•,2,1,ceejaypitre,https://www.imdb.com/user/ur173143601/?ref_=tturv_usr_923_t,"Nov 23, 2023",https://www.imdb.com/title/tt0068646/review/rw9452278/?ref_=tturv_perm_923,"In my personal opinion the godfather is an amazing movie that everyone should at least once as this is a timeless classic. The godfather has a lot of good elements and storytelling that is a very good watch. My one problem with the movie is how it is rated among the community. The godfather is commonly seen among the community as the greatest movie of all time, which in my opinion is not true. Although the godfather is a movie that everyone and there grandma has watched and enjoyed, including myself I don't think it should be marked down in history as the greatest movie of all time. Even movie that have come out i the past year have been on the same level, for example oppenheimer was a really good movie that was on the same level as the godfather."
10,/10,https://www.imdb.com/title/tt0068646/review/rw9007221/?ref_=tturv_924,It's The Best!,Helpful,•,1,2,buluthantoprakcaki,https://www.imdb.com/user/ur161950832/?ref_=tturv_usr_924_t,"Apr 20, 2023",https://www.imdb.com/title/tt0068646/review/rw9007221/?ref_=tturv_perm_924,"This movie is something else. It's like you are watching the best movie ever made. It's realy enjoyable and its very fun. If i need to explain this movie with one Word, it would be amazing. Anyways. I saw this movie at 17 years old. And i was amazed how good the movie was. And my mouth hust dropped open at the end of the masterpuice. You really should watch this movie. And the other two movies. To sum up, if you have the time and if you are into criminal movies this is the one. This isa masterpice and this is te perfwct movie. Neverthless i loved the caracter Don andMichael a lot! So watc this movie."
6,/10,https://www.imdb.com/title/tt0068646/review/rw8969528/?ref_=tturv_925,It Just Never Grabbed Me,Helpful,•,2,1,Tiddles2008,https://www.imdb.com/user/ur163617493/?ref_=tturv_usr_925_t,"Apr 3, 2023",https://www.imdb.com/title/tt0068646/review/rw8969528/?ref_=tturv_perm_925,
5,/10,https://www.imdb.com/title/tt0068646/review/rw8888692/?ref_=tturv_926,the Godfather,Helpful,•,0,3,APKshope,https://www.imdb.com/user/ur162653446/?ref_=tturv_usr_926_t,"Feb 23, 2023",https://www.imdb.com/title/tt0068646/review/rw8888692/?ref_=tturv_perm_926,"The movie's story is carefully crafted and engaging, with a perfect balance of suspense, action, and drama. The tension builds up gradually as the plot unfolds, keeping you on the edge of your seat until the end. The characters are well-defined, and their relationships with each other are complex and captivating. The dialogues are iconic and memorable, making the movie stand out as a true work of art.The movie's cinematography is stunning, with beautiful shots of New York City and its surroundings. The background score adds an emotional dimension to the story, enhancing the impact of each scene."
3,/10,https://www.imdb.com/title/tt0068646/review/rw8821343/?ref_=tturv_927,Best film I ever seen,Helpful,•,0,3,meetsadhu-28235,https://www.imdb.com/user/ur161431963/?ref_=tturv_usr_927_t,"Jan 23, 2023",https://www.imdb.com/title/tt0068646/review/rw8821343/?ref_=tturv_perm_927,
4,/10,https://www.imdb.com/title/tt0068646/review/rw8814880/?ref_=tturv_928,Overrated film,Helpful,•,1,2,jinfrank,https://www.imdb.com/user/ur64614901/?ref_=tturv_usr_928_t,"Jan 21, 2023",https://www.imdb.com/title/tt0068646/review/rw8814880/?ref_=tturv_perm_928,"One problem I have with the godfather it lacked tension cause I was pretty bored throughout the whole film. Nothing really going on in the movie that capture my attention maybe beside the one scene where Al pacino gf died in a car explosion. Im all for dialogue between characters if done right but this one I can't see to engaged by it due to director bad directing in the movie. The camerawork has big part of the movie being boring cause the director use the basic camera work back and back forth on the face when having the conversation between the character as opposed of thinking of new camera angel to get the audience engaged by the dialogue. The characters talking in the movie is like how someone talk in quiet place that has no energy and no personality which failed to engage when we watch it. If I want to watch that, I will listen to my parents in a conversation when we eating dinner which will be more entertaining. Also all characters have no personality, their just so egoistic an narcissistic that it's hard to root for them. The movie is just lifeless dull so I don't get why it's considered a masterpiece to cinema ."
10,/10,https://www.imdb.com/title/tt0068646/review/rw8505746/?ref_=tturv_929,The best thing to say is to watch the movie yourself!,Helpful,•,3,0,miladturin,https://www.imdb.com/user/ur124101526/?ref_=tturv_usr_929_t,"Sep 2, 2022",https://www.imdb.com/title/tt0068646/review/rw8505746/?ref_=tturv_perm_929,"The best thing to say is to watch the movie yourself!The Godfather for one thing looks stunning. I strongly disagree with the previous reviewer who said the cinematography was horrid, for me the cinematography was one of the best assets of the film. In some scenes you have cinematography and lighting that is quite dark and mysterious, and then in scenes such as the wedding it is evergreen, autumnal and very picturesque. It is not just the cinematography that makes The Godfather look stunning, the costumes are beautifully tailored, the houses are gorgeous and majestic to look at and even the cars were immaculate."
8,/10,https://www.imdb.com/title/tt0068646/review/rw8396736/?ref_=tturv_930,Underwhelming,Helpful,•,2,1,thomasclegg-63403,https://www.imdb.com/user/ur154036706/?ref_=tturv_usr_930_t,"Aug 3, 2022",https://www.imdb.com/title/tt0068646/review/rw8396736/?ref_=tturv_perm_930,This movie is so hyped up and i say this before watching part 2 it was incredibly dull. I felt very little emotion towards any character and overall i think it was a slow start and was not interesting until the last hour or so. Still a good movie but wouldnt watch again.
8,/10,https://www.imdb.com/title/tt0068646/review/rw8388565/?ref_=tturv_931,Cinematic Masterpiece!,Helpful,•,0,3,kallieurbach,https://www.imdb.com/user/ur155208555/?ref_=tturv_usr_931_t,"Jul 31, 2022",https://www.imdb.com/title/tt0068646/review/rw8388565/?ref_=tturv_perm_931,"I highly enjoyed this movie. Title is perfect for the context of the movie. Therefore, I rate this movie 8 stars! This American Crime film was a pleasure to watch."
,,https://www.imdb.com/title/tt0068646/review/rw8347646/?ref_=tturv_932,The Godfather (1972),Helpful,•,3,0,miguelpratas94,https://www.imdb.com/user/ur23430711/?ref_=tturv_usr_932_t,"Jul 18, 2022",https://www.imdb.com/title/tt0068646/review/rw8347646/?ref_=tturv_perm_932,"Plot: 9
Directing & Cinematography: 10
Characters & Acting: 10
Music Score: 10
Theme & Emotions: 9Overall: 10""I'm gonna make him an offer he can't refuse.""
Don Vito Corleone."
10,/10,https://www.imdb.com/title/tt0068646/review/rw8325644/?ref_=tturv_933,Exceeded my expectations,Helpful,•,2,1,anshuldutt-58346,https://www.imdb.com/user/ur108891896/?ref_=tturv_usr_933_t,"Jul 11, 2022",https://www.imdb.com/title/tt0068646/review/rw8325644/?ref_=tturv_perm_933,
10,/10,https://www.imdb.com/title/tt0068646/review/rw8324240/?ref_=tturv_934,Classic Masterpiece,Helpful,•,3,0,kalinaadrian,https://www.imdb.com/user/ur154510197/?ref_=tturv_usr_934_t,"Jul 11, 2022",https://www.imdb.com/title/tt0068646/review/rw8324240/?ref_=tturv_perm_934,"A must watch movie for all about the inner workings of a mafia family. Brilliant performance by Marlon Brando.Also, heard about the trickery with the Dark Knight from a German and this movie deserves justice."
7,/10,https://www.imdb.com/title/tt0068646/review/rw8268478/?ref_=tturv_935,great movie we like it,Helpful,•,2,1,bokifasyvaovao,https://www.imdb.com/user/ur153983867/?ref_=tturv_usr_935_t,"Jun 24, 2022",https://www.imdb.com/title/tt0068646/review/rw8268478/?ref_=tturv_perm_935,"Hi i'm rosette , thank you for connecting with us and it's help us best serve you and others, Can you take 1 minute to leave a review about your opinion with us? Thanks for your support!"""
10,/10,https://www.imdb.com/title/tt0068646/review/rw7642302/?ref_=tturv_936,The Godfather indeed!,Helpful,•,3,0,divyanshukashyap-75334,https://www.imdb.com/user/ur147175996/?ref_=tturv_usr_936_t,"Dec 13, 2021",https://www.imdb.com/title/tt0068646/review/rw7642302/?ref_=tturv_perm_936,"The Godfather is truly the godfather of movies. Whether its the acting, the music, the cast, screenplay...everything is spot on and credit to Francis Ford Coppola for not only directing this but also choosing to stick with a new comer like Al Pacino where as the production wanted a household name, casting Brando and setting the story in New York despite being nearly fired on 3-4 occasions. And boy did it pay off, They would go on to earn their own Oscar nominations and wins for ""The Godfather.""
The movie is.3 hours long & slow paced but still there is no dull moment in the movie. A treat for movie lovers with legends of cinema."
6,/10,https://www.imdb.com/title/tt0068646/review/rw7569331/?ref_=tturv_937,Why so long ?,Helpful,•,1,2,cemturc,https://www.imdb.com/user/ur40859884/?ref_=tturv_usr_937_t,"Nov 21, 2021",https://www.imdb.com/title/tt0068646/review/rw7569331/?ref_=tturv_perm_937,"Same story could be filmed much shorter.. Unnrcessarly long. In 3 hours very few things happen actually. Despite very long duration, there are still many disconnections among timelines."
5,/10,https://www.imdb.com/title/tt0068646/review/rw7103718/?ref_=tturv_938,amazing,Helpful,•,1,2,aabba-59435,https://www.imdb.com/user/ur108472441/?ref_=tturv_usr_938_t,"Jul 8, 2021",https://www.imdb.com/title/tt0068646/review/rw7103718/?ref_=tturv_perm_938,"It is now past 1 PM and I just finished watching Francis Ford Coppola's ""The Godfather"". I should probably go to bed. It's late and tomorrow I have to wake up a bit early. But not early enough to postpone writing these lines. Now that I have seen it three times, the opportunity of sharing my thoughts and refreshed insights are too much of a good offer to sit on. So, bear with me.This film works so well because it takes place in an underworld in which we are so embedded that we do not even observe it. Coppola puts us straight in the smack-dab center of what is, admittedly, a society made by criminals for criminals. It is also the reason why it's so welcoming. We are surrounded by its inhabitants--cold-blooded murderers, men who see crime like a 9 to 5 job masquerading as honorable men. And I do mean men. From the outside, we would only witness the horrifying, disturbing manifestations of their well-thought out actions."
3,/10,https://www.imdb.com/title/tt0068646/review/rw7078989/?ref_=tturv_939,I fell,Helpful,•,0,3,Rafiul_Alam_Bipu,https://www.imdb.com/user/ur134164869/?ref_=tturv_usr_939_t,"Jul 1, 2021",https://www.imdb.com/title/tt0068646/review/rw7078989/?ref_=tturv_perm_939,
7,/10,https://www.imdb.com/title/tt0068646/review/rw6943662/?ref_=tturv_940,You'll Probably Only Watch It Once - But you'll never forget it,Helpful,•,2,1,radicallegacy92,https://www.imdb.com/user/ur56121606/?ref_=tturv_usr_940_t,"May 20, 2021",https://www.imdb.com/title/tt0068646/review/rw6943662/?ref_=tturv_perm_940,
7,/10,https://www.imdb.com/title/tt0068646/review/rw6889422/?ref_=tturv_941,But how?,Helpful,•,2,1,yunusaliarslan,https://www.imdb.com/user/ur132153638/?ref_=tturv_usr_941_t,"May 7, 2021",https://www.imdb.com/title/tt0068646/review/rw6889422/?ref_=tturv_perm_941,"This movie was just a movie. I have a definitely sure thing as this movie just doesn't deserve this score. I'm ok with sayings like ""Omg how you say this, it's the godfather"" so what? What makes the Godfather a Godfather. Couldn't have gotten this score just for acting and editing so ? It was very very nice but it was just a New York gangs story and it was like eh. What made you feel like giving this movie a 10. What? I'm begging you to make me feel like this. I watched this movie after seeing this score and it take my 3 hours. I'm happy for satisfying my curiosity but not for movie. The Shawshank Redemption or Seven or another movies were way better. I still don't know what was the point of the movie and why it have a score like 9,2. It is clearly 7,8-8,4 and just take it away from the list top 3. I don't want to watch 2 and 3 but o have to anymore. I'm sorry."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6857256/?ref_=tturv_942,What impress me most of Godfather,Helpful,•,3,0,szkfp,https://www.imdb.com/user/ur131827219/?ref_=tturv_usr_942_t,"Apr 28, 2021",https://www.imdb.com/title/tt0068646/review/rw6857256/?ref_=tturv_perm_942,"What impress me most of Godfather At the wedding, I remembered, after telling the story of his family, Michael said to his girlfriend: ""that's my family, Kay. It's not me."" However, at the end of movie, he closed the door to let Kay outside."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6832883/?ref_=tturv_943,"Cor(de)Leone, or the Lionhearted Capo di Tutti Capi",Helpful,•,0,3,jgcorrea,https://www.imdb.com/user/ur0484367/?ref_=tturv_usr_943_t,"Apr 20, 2021",https://www.imdb.com/title/tt0068646/review/rw6832883/?ref_=tturv_perm_943,"The producers have sworn for years that they never had any connection with the mafia, and that this film is entirely fictional. If it is, it is a culmination of imagination, and the source of many idioms, like Omertà, ""make him an offer he can't refuse"", ""Cosa Nostra"" and ""the Don"" (not Mr. Trump, BTW). It is the classic tale of the Corleone saga, and the war of the families in 1948. The best movie ever? I beg to kindly disagree. The main difference between art and entertainment is their purpose: art (including so-called 7th Art) is intended to communicate ideas or create a sense of beauty, while entertainment is intended to provide enjoyment."
7,/10,https://www.imdb.com/title/tt0068646/review/rw6795519/?ref_=tturv_944,"Movie a classic , except for one scene .",Helpful,•,0,3,mklvntwar,https://www.imdb.com/user/ur45813847/?ref_=tturv_usr_944_t,"Apr 9, 2021",https://www.imdb.com/title/tt0068646/review/rw6795519/?ref_=tturv_perm_944,
9,/10,https://www.imdb.com/title/tt0068646/review/rw6748577/?ref_=tturv_945,Amazing movie,Helpful,•,3,0,comeondigital,https://www.imdb.com/user/ur130842704/?ref_=tturv_usr_945_t,"Mar 27, 2021",https://www.imdb.com/title/tt0068646/review/rw6748577/?ref_=tturv_perm_945,It's a movie from which I have learned many things about life.
3,/10,https://www.imdb.com/title/tt0068646/review/rw6730121/?ref_=tturv_946,amazing,Helpful,•,0,3,abhishekarora111,https://www.imdb.com/user/ur130676793/?ref_=tturv_usr_946_t,"Mar 22, 2021",https://www.imdb.com/title/tt0068646/review/rw6730121/?ref_=tturv_perm_946,
5,/10,https://www.imdb.com/title/tt0068646/review/rw6723104/?ref_=tturv_947,review,Helpful,•,0,3,petergriffingaming,https://www.imdb.com/user/ur129978005/?ref_=tturv_usr_947_t,"Mar 20, 2021",https://www.imdb.com/title/tt0068646/review/rw6723104/?ref_=tturv_perm_947,
6,/10,https://www.imdb.com/title/tt0068646/review/rw6649627/?ref_=tturv_948,Doesn't deserves 9.2,Helpful,•,1,2,ganeshbarman-14454,https://www.imdb.com/user/ur128385701/?ref_=tturv_usr_948_t,"Mar 1, 2021",https://www.imdb.com/title/tt0068646/review/rw6649627/?ref_=tturv_perm_948,"I don't think this movie deserves 9.2. It is a boring family drama movie, no doubt the actors were one of the best but overall the movie is super bore and normal crime/drama movie. But again I'll say the cast was superb.
Just see shawshank redemption, it's a masterpiece and godfather just doesn't deserve to be so close to shawshank"
