"ipc-rating-star--rating","ipc-rating-star--maxRating","ipc-title-link-wrapper href","ipc-title__text","ipc-html-content-inner-div","ipc-voting__label__text","ipc-voting__dot-separator","ipc-voting__label__count","ipc-voting__label__count 2","ipc-link","ipc-link href","ipc-inline-list__item","ipc-link href 2","ipc-btn__text"
"8","/10","https://www.imdb.com/title/tt1345836/review/rw2657153/?ref_=tturv_656","The Dark Knight Rises; a review to the conclusion of an epic trilogy","","Helpful","•","5","7","iquerci","https://www.imdb.com/user/ur22814893/?ref_=tturv_usr_656_t","Aug 11, 2012","https://www.imdb.com/title/tt1345836/review/rw2657153/?ref_=tturv_perm_656","Spoiler"
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2657067/?ref_=tturv_657","That's a Superhero movie!!","Well Chris Nolan is has done an amazing thing with batman, he took this character and made it a darkest, more complex superhero, AND WHAT A GREAT JOB! the dark knight rises is a great film, you could compare it to the dark knight but both are great movies and if you think about it they leave you with different emotions, both blowing your mind. In this movie you can really see how batman is willing to give all to gotham, you don't get distracted at all cause it tell's the story in a slow exciting way, and as the time goes the movie gets more and more exciting. It's not a predictable film, the direction is amazing as the script so this movie was made for blowing your mind, it's not just people fighting it's a story and that's why BATMAN IS DIFFERENT FROM ALL OF THE OTHER SUPERHERO MOVIES!YOU NEED TO WATCH IT CAUSE IT'S A VERY GOOD GOOD FILM!","Helpful","•","5","7","leonel_snfran","https://www.imdb.com/user/ur35591772/?ref_=tturv_usr_657_t","Aug 10, 2012","https://www.imdb.com/title/tt1345836/review/rw2657067/?ref_=tturv_perm_657",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2656979/?ref_=tturv_658","First time ever writing a review for IMDb -- This movie is worth it!","First and foremost -- It would be a lie to say that I went into the theater without having preconceived thoughts for this film. All I was thinking of was ""The Dark Knight"" with Heath Ledger as the Joker, all the hype surrounding this film, and how this film had to top other films on my list as the greatest film period. With that being said, I knew this film was almost 3 hours long and expected to be drowned with pointless dialogue, however I was wrong. I was immediately engaged with the dialogue throughout the film, but what dragged me into the film initially was the opening scene -- it was almost reminiscent of the opening scene of ""The Dark Knight"". In my opinion what gave this film it's filling was the WONDERFUL dialogue between the characters and how the characters fully developed throughout the film (kudos to the writers). The action of course was well executed, but like I said I was in favor of the dialogue and the depth of the characters. In conclusion, what really made this film a top notch film was the ending -- the final 20 minutes were simply amazing and all I could really say is thank you to Christopher Nolan for nurturing the series and letting it evolve to become a masterpiece My rating 9/10","Helpful","•","5","7","garfodie2005","https://www.imdb.com/user/ur11255791/?ref_=tturv_usr_658_t","Aug 10, 2012","https://www.imdb.com/title/tt1345836/review/rw2656979/?ref_=tturv_perm_658",""
"7","/10","https://www.imdb.com/title/tt1345836/review/rw2656611/?ref_=tturv_659","Could it of gotten any better","","Helpful","•","6","6","thewillt08","https://www.imdb.com/user/ur26976606/?ref_=tturv_usr_659_t","Aug 9, 2012","https://www.imdb.com/title/tt1345836/review/rw2656611/?ref_=tturv_perm_659","Spoiler"
"6","/10","https://www.imdb.com/title/tt1345836/review/rw2656497/?ref_=tturv_660","Good, but not as great as some would have you believe","","Helpful","•","4","8","ViktorDrake","https://www.imdb.com/user/ur29615467/?ref_=tturv_usr_660_t","Aug 9, 2012","https://www.imdb.com/title/tt1345836/review/rw2656497/?ref_=tturv_perm_660","Spoiler"
"3","/10","https://www.imdb.com/title/tt1345836/review/rw2655916/?ref_=tturv_661","The Absent Knight Fails","","Helpful","•","5","7","notstone","https://www.imdb.com/user/ur35584599/?ref_=tturv_usr_661_t","Aug 8, 2012","https://www.imdb.com/title/tt1345836/review/rw2655916/?ref_=tturv_perm_661","Spoiler"
"","","https://www.imdb.com/title/tt1345836/review/rw2655890/?ref_=tturv_662","Best movie of the Saga","*Dark Knight Rises* Was the best movie that I saw this year, it is almost perfect in every sense, If we could make a comparison between this movie and the previous *Dark knight* , There's almost no difference, both are masterpieces... But this movie solves all my doubts and for a bit it seems better, Why? - The Script on this one is better elaborated - the end was simply the best of all the movies - the Christian Bale's acting was much better that in the previous movies - it supports his tie to the history from the beginning to the end and the emotions are intense.Not include the villain, since the Joker was much better than Bane in almost all senses. The movie leaves both wonderful messages of the life and violent messages ( Like the previous movies) And the touch of an artistic scene of incredible captures ... I think it is obvious that this movie go to the *Oscars 2013*. To conclude, it is a movie that I recommend very much, the entire cast was enough good distributed and the history like tour in his environment is simply perfect and very well well-off. A masterpiece of art, Nolan back to be illuminating... You are going to stay with the desires of seeing this movie again and again, regards","Helpful","•","5","7","diegoe-v66","https://www.imdb.com/user/ur22118504/?ref_=tturv_usr_662_t","Aug 8, 2012","https://www.imdb.com/title/tt1345836/review/rw2655890/?ref_=tturv_perm_662",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2655875/?ref_=tturv_663","He has risen","How do you follow up something as incredible as The Dark Knight? Well, get Christopher Nolan to write and direct The Dark Knight Rises of course! I had high expectations after the masterpiece that was The Dark Knight, I wasn't expecting something as masterful, but I was expecting something pretty good. Actually Christopher has created something that is as good as The Dark Knight, if not better. People raved about The Dark Knight forever when it first came out, yet not so many people seem to be raving about this one, which is a shame because it still deserves as much hype. Even my mum who awarded The Dark Knight a dismal 2 stars, said that this one was 5 star brilliance.I thought that The Dark Knight was set on a massive scope, but Rises is something of a spectacle. It completely ups the ante, once the chaos starts the film grabs you by the throat and doesn't let go for the entire running time. It's an incredibly long film but never did it feel too long. Its length is entirely justified and I didn't want it to finish. The Dark Knight Rises is a masterpiece, it's thoroughly gripping with fantastic characters. Christian Bale is brilliant as Batman but once again the villain steals the show. Although, no where near as legendary as The Joker, Bane is a truly menacing and utterly psychotic terrorist. Tom Hardy doesn't get any where near enough praise, due to Heath Ledger's phenomenal performance.Having Bane in Rises is a stroke of genius by Christopher Nolan, as he is the opposite of The Joker. Bane is a brutal, hulking figure who is also calm and articulate as well as carrying an incredible presence. He fills every scene with such dread, and speaks with such power. The complaints about not hearing what he's saying are ridiculous. His voice projects much loader than everyone else's and with a menacing Sean Connery-styled accent. He unleashes chaos five times more brutal than The Joker ever did. Rises relishes in its incredible atmosphere of utter hopelessness. A brooding atmosphere projects throughout the final hour and a half, making it incredibly tense and intense.The writing is as intelligent as ever, and much less confusing. The new characters are complex and brilliant. Joseph Gordon Levitt was brilliant, as was Anne Hathaway who could certainly pull off that tight leather catsuit. She was both sexy and powerful. Batman and Catwoman work marvellously together, especially in the intense action sequences. The directing is as awe-inspiring as you'd ever expect. I have the feeling that it would blow your socks off in blu-ray as much as it does on the big screen. Once again it's incredibly involving and thrilling. Its final moments are very intense and enthralling. The whole cinema was on the edge of its seat. Christopher Nolan directs action with such raw intensity unlike any other director I know.The music intensifies everything too. It gave me chills that took a while to go away! Hans Zimmer is a master, cranking up the tension and making everything that much more thrilling. The use of silence was also powerful, notably when the boy was singing the American anthem in the football stadium. The Dark Knight Rises feels epic. Probably even more so than the previous entries in the franchise. Bane's motif is also one of the best scores throughout the whole trilogy! It's intense and completely matches his dominant presence.In conclusion, The Dark Knight Rises left me feeling breathless and drained. It takes you on a journey, and even packed a couple of unexpected twists that left my jaw open. It's not your generic superhero movie, it's lavishly dark, with a highly emotional ending that left me with a few tears brewing in my eyes. It concludes the trilogy perfectly and must be the best trilogy since Toy Story. It is quite simply one of the best films I've ever seen, thanks to its surprising tenderness as well as brutality. It's a film that takes a while to get out of your head. It was thrilling and involving with gorgeously fleshed-out characters and amazing action. I loved it.","Helpful","•","5","7","asda-man","https://www.imdb.com/user/ur25364506/?ref_=tturv_usr_663_t","Aug 8, 2012","https://www.imdb.com/title/tt1345836/review/rw2655875/?ref_=tturv_perm_663",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2655334/?ref_=tturv_664","Best Movie Ever","I loved every aspect of this movie cant believe how much better in quality this was than the previous films..i was total awe..i have seen this film twice just to fully give a review fairly judging this EPIC masterpiece ..from the opening scene i was glued to my seat until the final scene.Selina Kyle was amazingly perfect in her role.Bane was EVIL and i loved it!!!batman was at his best.Morgan Freeman was brilliant.Hanz Zimmer was a god w/that music score..when batman in his costume 1st appeared in the movie it was breathtaking.trust me you will love this movie like none other in your life time best movie ever made!!! thanks Nolan","Helpful","•","5","7","cedric-logan85-443-428111","https://www.imdb.com/user/ur35559501/?ref_=tturv_usr_664_t","Aug 6, 2012","https://www.imdb.com/title/tt1345836/review/rw2655334/?ref_=tturv_perm_664",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2655148/?ref_=tturv_665","In Nolan we trust.","Aaaaaaaaaaahhhhhh.. *Fan girl scream* .the thing I wanted to do when the warner brothers logo came on screen and the signature Hans Zimmer tune for the Batman started playing in the background. Being a die-hard fan of the Batman mythology for over a decade now and the worshipper of Nolan's previous two attempts to bring Batman into reality, my expectations for the epic conclusion was sky high. Colorado shooting and death threats to the critics who gave it a negative review on rotten tomatoes made the release of the final edition of the trilogy the biggest event in the cinema history. As the symphony in the background raises get your seat belts fastened its Nolan's time. For this movie he had a big-big canvass, the movie looks and feels even grander than THE DARK KNIGHT, It is laden with star cast and millions of dollars. The whole Batman trilogy was very dark and shady and this one is no exception. It is dark, thrilling and disturbing. The cinematography is so dark that sometimes you want to use a flashlight. Well the movie starts and we are educated that the batman is gone for eight years now after taking the blame for Harvey dent's crimes. Gotham is living in peace thanks to the Dent's act which has almost finished the organized crime and it is peace times. Finally Gotham has become what the batman has ever dreamt of. Bruce Wayne is also hiding, pining about the loss of the love of his life, and the fortune which he had put in some energy project. He has become a cripple losing his knee cartilage. But with the sudden uprising of the masked mercenary ""Bane"" and a cat burglar Selina Kyle (the word Catwoman was never used in the movie) Batman must return. The Batman do repairs his cartilage which was not very well explained and makes a comeback on his ""Batpod"", wheels rotating 360 degrees. Christian Bale was awesome he carried out the role of struggling billionaire and a tormented superhero with panache. Tom hardy as Bane had very little to do behind the mask but the act he carried out with body language and eyes was menacing and not to forget his voice. Batman's voice has finally got its match. Anne Hathaway was the showstopper and not only because of her dress but the body language and expressions she uses in her performance. Michael Caine as Alfred and Morgan freeman as Lucius fox were as usual. Joseph Gordon Levitt and Gary Oldman did their job well. Marion Cotillard was superb. Screenplay was not as sharp and edgy as its predecessor and slacks down at places but it still is engaging. The movie uses the current affairs as the major tool. Bane's plan to attack the stock market and steal the money from the 1% was fresh to see. Movies reflect the mood of the society and it was quite evident in it. Cinematography as mentioned earlier uses darkness as its ally but the shots from the imax cameras were breath-taking. Sequences featuring action were enthralling and perfectly placed. Batman is without his tumblr, but he has a little air superiority. Dialogues are smartly written, Bane has got the best lines and his thrilling voice makes them sound even better. Lines like ""I am Gotham's reckoning"" and ""I am necessary evil"" makes the hair on back of your neck rise. But someone who completely stole the show was Hans Zimmer, the perfect sound mixing and the background score. Be it the chant the signature mysterious batman theme sound or the music when Selina kyle is shown in action. You come out of the movie theater with the chant in your head ""Dey-shey dey-shey Bah-sur-rah bah-sur-rah"" which is Moroccan for he rises. ""In Nolan we trust"" and so he never fails to deliver and grant us the cinematic delight and this one is no exception. Though he has missed certain spots here, a few loopholes, he is not the master of dealing with time in his movies and this was a bit lengthy too but we won't see Batman for quite a long time now and we will never see Nolan dealing with him again so little extra minutes won't mind here. Climax could have been better, it sorts of reminds you of an Indian spy movie that came out earlier this year. But the culmination was perfect. It was satisfying to see the end to such a fine piece of art. Back off Godfather here is another trilogy that is going to rule. But as a wise man once said to the Batman ""You complete me"" so this movie looks a little incomplete without him.","Helpful","•","5","7","shivam-tiwari","https://www.imdb.com/user/ur22202758/?ref_=tturv_usr_665_t","Aug 6, 2012","https://www.imdb.com/title/tt1345836/review/rw2655148/?ref_=tturv_perm_665",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2654571/?ref_=tturv_666","An emotional and fitting conclusion to the trilogy","","Helpful","•","6","6","m-t-441-652754","https://www.imdb.com/user/ur35528633/?ref_=tturv_usr_666_t","Aug 5, 2012","https://www.imdb.com/title/tt1345836/review/rw2654571/?ref_=tturv_perm_666","Spoiler"
"9","/10","https://www.imdb.com/title/tt1345836/review/rw2654559/?ref_=tturv_667","this movie pumped adrenaline in my body","This movie will blow you away. Nolan has done it again; this time, better. A brilliant array of cinematic magic to bring an outstanding superhero to the big screen. I was fortunate to be able to attend a screening of this spectacular movie. A must watch and a truly astonishing thrill.The Dark Knight Rises is phenomenal and makes other superhero movies look like rubbish. Comparing this movie to previous parts in the franchise - this particular film is of a much greater level. The acting displays are superb and Bane's role is particularly astonishing. Nolan has taken brilliance to a whole new level. A must watch for anyone. 9/10.","Helpful","•","6","6","divyam-chadha","https://www.imdb.com/user/ur34438571/?ref_=tturv_usr_667_t","Aug 5, 2012","https://www.imdb.com/title/tt1345836/review/rw2654559/?ref_=tturv_perm_667",""
"9","/10","https://www.imdb.com/title/tt1345836/review/rw2654545/?ref_=tturv_668","Could watch it again and again","Awesome. Best of the trilogy but doesn't set itself apart from the first 2. Its long but the time flew by. Directing was spot on and everybody played their parts perfectly. I thought I was going to have a gripe with Bane not bulking up the way he does in the comics but I'm delighted he didn't. Hardy played the part superbly, you still get the feeling he is crazy strong and smart, and Hardy is hardly a small fella so hats off to him pulling the part off as well as he did without the aid of a muscle suit. Bale was again brilliant as Wayne/Batman, honestly couldn't pick a fault with anyone's performance. That ending blew me away too, you just know what's coming next if they decide to make another :-) Best feeling was leaving the IMax pumped up about it, then remembering the big reveal in the film I should have gotten way before it happened having read Batman for nearly 4 decades, but I reckon I could watch it again and still be excited at the reveal. Only down point in this film was that it ended....","Helpful","•","6","6","wstephen1972","https://www.imdb.com/user/ur31738894/?ref_=tturv_usr_668_t","Aug 5, 2012","https://www.imdb.com/title/tt1345836/review/rw2654545/?ref_=tturv_perm_668",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2654503/?ref_=tturv_669","10/10","Hi I am from TURKEY. I watched this movie yesterday evening. I can not describe my feelings even I can not find the words in the dictionary how to describe this movie, outstanding? marvellous, amazing ? Can it be these words. Ohhh it was unbelievable!!! Terrific!! and the soundtrack!!! Mr. Hans Zimmer thank you very much for composing this unbelievable soundtracks !! Soundtrack is 10/10 !! The movie is 10/10 !!! It is worth to wait 4 years since 2008!!! and finally; Mr. Christopher Nolan!! PLEASE DO NOT END BATMAN(THE DARK KNIGHT) SERIES!! Appreciated for all cast and crew and of course Mr. Nolan. 10/10 What can I say more??","Helpful","•","6","6","cabanas-35","https://www.imdb.com/user/ur35524058/?ref_=tturv_usr_669_t","Aug 5, 2012","https://www.imdb.com/title/tt1345836/review/rw2654503/?ref_=tturv_perm_669",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2654109/?ref_=tturv_670","Greatest Movie of the Summer","","Helpful","•","6","6","zachup","https://www.imdb.com/user/ur24477347/?ref_=tturv_usr_670_t","Aug 4, 2012","https://www.imdb.com/title/tt1345836/review/rw2654109/?ref_=tturv_perm_670","Spoiler"
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2654084/?ref_=tturv_671","Another Masterpiece From Nolan","Christopher Nolan set some very high expectations with The Dark Knight, but he exceeded all of them. The Dark Knight Rises was a superb movie. It's plot twists leave you constantly on the edge of your seat. The acting, of course, was amazing. Christian Bale returns as Bruce Wayne/Batman along with Michael Caine, Morgan Freeman, and Gary Oldman. Tom Hardy plays Bane and his chilling lack of mercy makes for an excellent villain. I had my doubts about Anne Hathaway for Selina Kyle/Catwoman (as did many), but she also gave an amazing performance, portraying Catwoman wonderfully. And of course, Joseph Gordon-Levitt as Blake. He really stole the show, and was a wonderful addition to the cast, as was Marion Cotillard.The plot was thrilling. Plot twist after plot twist, Nolan again brings a spectacular movie to the theaters. With incredible actors, both old and new, along with a brilliant plot line (as expected) Nolan truly exceeded expectations and created a stunning finish to the Batman Trilogy.","Helpful","•","5","7","zhaomichelle918","https://www.imdb.com/user/ur35166455/?ref_=tturv_usr_671_t","Aug 4, 2012","https://www.imdb.com/title/tt1345836/review/rw2654084/?ref_=tturv_perm_671",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2654014/?ref_=tturv_672","Best movie 2012","The dark knight rises lives up to the hype and delivers a strong ending to Christopher Nolan's take on batman.Top notch story telling, acting and visual effects surround this brilliant movie. Christian bale plays his best role as Bruce Wayne and has instant chemistry with Ann Hathaway, who is sexy by the way as cat woman. Michael Caine might have a reduced role but might be the one with Oscar consideration. Bane (tom hardy)might not be the joker but is still a villain not many could rival. He's use of eyes alone displays the top notch acting and the devotion to the role. All you haters go watch Harry potter or twilight because this is the best trilogy of all time!!!!!!!! The ending will leave you satisfied and ready for a second viewing. Its not about avengers VS batman or DC VS marvel its about good story telling and no movie this year is better.avengers a close 2nd.","Helpful","•","5","7","Elsaadisam","https://www.imdb.com/user/ur35504401/?ref_=tturv_usr_672_t","Aug 4, 2012","https://www.imdb.com/title/tt1345836/review/rw2654014/?ref_=tturv_perm_672",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2654003/?ref_=tturv_673","""Dark Knight Rises"" Review","There was a phrase in ""Batman Begins"" that not only provided some decent wisdom, but would also define the structure and themes of Christopher Nolan's Batman saga: ""Why do we fall?"" ""So we can learn to pick ourselves up."" ""Batman Begins"" succeeded at detailing the origins, and the rise, of the Batman character. ""The Dark Knight"" provided a twisting series if complex challenges that pushed Batman and every other character to their limits, and it ultimately ended with Batman falling from grace, at least in the eyes of Gotham City's public. Naturally, this finale presents a danger that calls for Batman to come out and literally rise to the challenge.""The Dark Knight Rises"" has its share of impressive action: there are a few fights and chases in the beginning half, but the most impressive scenes occur toward the end, when the forces of order and chaos clash in the streets. Sadly, these scenes are not nearly as lengthy or awe-inspiring as I would have expected, but what we see on screen is pretty impressive and shows good ambition.The story still takes precedence overall. It borrows a few elements from the Knightfall series of comics (even more than I expected, actually, and I am pleased; I always felt this comic series would have made for an epic Batman film). The most prominent them, which prevails in both the comic and this film, is that Batman suffers, rebuilds himself, and rises to fight again. Characters remain as strong and endearing as ever, and the film's new characters don't disappoint. The film presents Bane as a truly menacing villain with a strong presence, and he fulfills the role of a megalomaniac extremely well (in direct contrast to the Joker, who wanted to achieve the same results but never had the same ambition or intellect). The plot is a little screwy in the way it covers nearly a year's worth of events in a very short time. Regardless, the film tells the story in a manner that feels neither rushed nor padded. By its end, it rounds off all the characters, all the themes, and most loose ends in a way that satisfies, but also begs for a second glance (and perhaps a sequel, although I doubt that will ever happen).As expected, the film is stylish, with lots of pleasing photography. The editing is not quite as blunt as it was in ""TDK,"" but it's still distinctive. Acting and writing are great. Christian Bale, Michael Caine, Morgan Freeman, and Gary Oldman all return and fulfill their roles really well. Tom Hardy and Anne Hathaway are both impressive with their roles. I didn't expect much out of Joseph Gordon-Levitt, but he exceeded my expectations and provided a quality performance. This production has plenty of good-looking sets, props, costumes, and special effects. Hans Zimmer's music score is as good here as it is in the other two films.As it is with other major film franchises (whether it be ""Star Wars,"" ""Pirates of the Caribbean,"" ""Back to the Future,"" etc), Nolan's Batman saga takes on the familiar pattern where all three films show equal quality, but the first or second come off as the most endearing. I personally find myself sticking with ""The Dark Knight"" as my favorite of the lot; I suspect because it did so much that was untraditional in films, much less superhero films. But ""Rises"" has its share of strengths, and chances are that I'll probably grow to enjoy it just as much as the others. Altogether, it succeeds at providing a heck of a grand finale, while still concluding the overall story arc.5/5 (Entertainment: Very Good | Story: Perfect | Film: Perfect)","Helpful","•","5","7","Al_The_Strange","https://www.imdb.com/user/ur24364152/?ref_=tturv_usr_673_t","Aug 4, 2012","https://www.imdb.com/title/tt1345836/review/rw2654003/?ref_=tturv_perm_673",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2653980/?ref_=tturv_674","Best Of All Time","Anyone who hates this movie just because joker isn't the bad guy is a jackass.As much as i love Heath Ledger as Joker I really didn't miss him in this movie.This movie was supposed to be end to the greatest trilogy of the 21st Century and it surpasses everyone's expectations.And for people wondering that is this movie better than the dark knight?That depends on how you watch it.For me it was as it wrapped up the story brilliantly.Go watch this movie and have one of the greatest times of your life.BTW Joseph Gordon Levitt's performance was amazing.Catwoman was epic!! Forget what u heard and witness this classic!!","Helpful","•","5","7","cedicedi","https://www.imdb.com/user/ur26335396/?ref_=tturv_usr_674_t","Aug 4, 2012","https://www.imdb.com/title/tt1345836/review/rw2653980/?ref_=tturv_perm_674",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2653953/?ref_=tturv_675","Christopher Nolan rocks, Dark knight rises rocks better than any movie this year","","Helpful","•","6","6","joeljacob_mathew","https://www.imdb.com/user/ur24714736/?ref_=tturv_usr_675_t","Aug 4, 2012","https://www.imdb.com/title/tt1345836/review/rw2653953/?ref_=tturv_perm_675","Spoiler"
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2653455/?ref_=tturv_676","Even better the 2nd time!","I went to the midnight showing the night it came out and it was great, no doubt about that, but let me just say I went just yesterday to watch it again and it was even more amazing the second time around!! Maybe because I was listening to more of the dialog or noticing everything I missed the first time, but It was simply put....perfect. It's emotional,entertaining, and it just makes you wish that the movie genius Christopher Nolan would make 3 more batman films! Christian Bale, Hathaway, Tom Hardy (sexybeast!!) and Joseph Gordon-Levitt were all awesome, but Micheal Caine was definitely one of my favorites, seriously he had me crying like a baby!If you've only seen it once, I highly recommend you go again! You will not be disappointed, honestly I might go a third time!!!","Helpful","•","5","7","sheena2381","https://www.imdb.com/user/ur28944627/?ref_=tturv_usr_676_t","Aug 2, 2012","https://www.imdb.com/title/tt1345836/review/rw2653455/?ref_=tturv_perm_676",""
"6","/10","https://www.imdb.com/title/tt1345836/review/rw2653190/?ref_=tturv_677","rises to fall","The Dark Knight Rises is nothing but plastic kitch that manged to get even that wrong.The reason we like these films is because we hope down deep inside that they can be real..we can be a superman..find a spark of magic in the world around us underneath the layers of reality..it give us something to fantasize about..something spectacular to dream of. but if it's fake, we know it and the spell is broken.it's trying to say that ""anyone can be batman"" yeah anyone who is a billionaire.. the moment hes broke he has nothing..obvious..trying to be dramatic and inspiring (the pit) but didn't go all the way. not that much action to deserve ""action movie"". the script sucks.. no sophistication..no witty funny lines..waaaay to long it takes ages to get to the point. it's all far to plastic covered and everything looks far to much like a costume and a set (the cape looks pathetic).. what ever happened to the realistic look?? why dose everything have to look like a toy?? even the freaking trucks! Don't forget him standing on a tower and his cape fluttering in the wind..CHEEZY AS HELL!that's a spider-man move!Ann Hathaway is as always cute but nothing more(i did however like the fact that her spectacles look like cat ears..)Bayne was pathetic..his voice,his costume not to mention his body language witch just reminds you of an action figure! maybe that was what was passing through their heads"" lets make something that will be an awesome toy for Christmas""All the movie did was rely on the previous batman movies that were way better and just try to extend some of there thunder to it to apply it in because this movie didn't have enough on it's own..and that's it..just like a smudge from the crayon.","Helpful","•","4","8","freakonat","https://www.imdb.com/user/ur29526657/?ref_=tturv_usr_677_t","Aug 2, 2012","https://www.imdb.com/title/tt1345836/review/rw2653190/?ref_=tturv_perm_677",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2652630/?ref_=tturv_678","Batman and terrorism: the hero we need today.","","Helpful","•","5","7","pabloluizdarocha","https://www.imdb.com/user/ur35441218/?ref_=tturv_usr_678_t","Aug 1, 2012","https://www.imdb.com/title/tt1345836/review/rw2652630/?ref_=tturv_perm_678","Spoiler"
"6","/10","https://www.imdb.com/title/tt1345836/review/rw2652494/?ref_=tturv_679","A Disappointed Dark Knight Rises review","","Helpful","•","3","9","mojojones77","https://www.imdb.com/user/ur7254117/?ref_=tturv_usr_679_t","Jul 31, 2012","https://www.imdb.com/title/tt1345836/review/rw2652494/?ref_=tturv_perm_679","Spoiler"
"5","/10","https://www.imdb.com/title/tt1345836/review/rw2652453/?ref_=tturv_680","Do not watch this if you aren't an avid Batman fan","I am not exaggerating when I say that this is one of the most boring films that I have had the displeasure of watching this year. I am very glad I sneaked into the cinema to watch this, otherwise I would be writing an angry letter to the writers to ask for my $18 back.It was nearly 3 hours of boredom. I literally had to stop myself from falling asleep about an hour in. I struggled through, expecting something spectacular towards the end, but to no avail. The fight scenes were shockingly bad and although well choreographed, lacked any realism (e.g. I didn't see one drop of blood on anyone after they had been shot multiple times). Also every single scene where Bane speaks you have to listen very hard to understand what the **** he is saying.I am not just writing this review because I don't like Batman. I loved the 1997 film, Batman and Robin and I could watch that again and thoroughly enjoy it.","Helpful","•","4","8","ollieeeee","https://www.imdb.com/user/ur35432200/?ref_=tturv_usr_680_t","Jul 31, 2012","https://www.imdb.com/title/tt1345836/review/rw2652453/?ref_=tturv_perm_680",""
"10","/10","https://www.imdb.com/title/tt1345836/review/rw2651867/?ref_=tturv_681","Nolan, in my opinion the only one who ever read Batman...","","Helpful","•","6","6","gaetan-servajean","https://www.imdb.com/user/ur35408976/?ref_=tturv_usr_681_t","Jul 30, 2012","https://www.imdb.com/title/tt1345836/review/rw2651867/?ref_=tturv_perm_681","Spoiler"
