star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,review,main_review,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,ipc-btn__text
9,/10,https://www.imdb.com/title/tt0372784/review/rw8446158/?ref_=tturv_1144,i loved this batman movie,"I wish there more movie like this
it was so cool and acting in it
So Wonderful.But do reboot batman is never true easy,
THE FRIST MOVIE I EVER SEW BATMAN BEGINS.",1,1,cutepuppyasher123,https://www.imdb.com/user/ur155735157/?ref_=tturv_usr_1144_t,"Aug 14, 2022",https://www.imdb.com/title/tt0372784/review/rw8446158/?ref_=tturv_perm_1144,
8,/10,https://www.imdb.com/title/tt0372784/review/rw8084877/?ref_=tturv_1145,Amazing BATMAN film,,1,1,RXiong08,https://www.imdb.com/user/ur131730902/?ref_=tturv_usr_1145_t,"Apr 23, 2022",https://www.imdb.com/title/tt0372784/review/rw8084877/?ref_=tturv_perm_1145,Spoiler
7,/10,https://www.imdb.com/title/tt0372784/review/rw8030933/?ref_=tturv_1146,"Decent introduction to series, not so good on its own","I think the movie is a decent introduction to the triology but it wasn't as good as people make it out to be on its own.Fighting scenes were below average even at its time. Which is something I'd say for any movie where a fighting scene contains dozens of cuts that are under 0.5 second. You never get to see anything hapenning in the scene throughout all those cuts.The dark and serious atmosphere as opposed to what marvel made over the years wasn't exactly matured in this movie either. There are scenes where a character talks in humoristic way even in very serious situation that completely destroys the general theme going around. One such situation is where a police officer says ""oh come on"" after seeing a police helicopter crash into a building. Oh come on indeed.If this movie wasn't part of the triology that I love, I probably would have scored it 6 instead of 7. Regardless of all my negative comments I think it was still a good movie to watch and it layed decent groundwork for the next 2 amazing movies. Although I have to say you would lose very little if you watched 2nd and 3rd movies of the triology without watching this one.",0,2,raepheles,https://www.imdb.com/user/ur89583883/?ref_=tturv_usr_1146_t,"Apr 3, 2022",https://www.imdb.com/title/tt0372784/review/rw8030933/?ref_=tturv_perm_1146,
8,/10,https://www.imdb.com/title/tt0372784/review/rw8002376/?ref_=tturv_1147,Solid first attempt.,Started off with a really solid but flawed attempt. Sadly the sequels would keep getting worse. Great Scarecrow though. Mediocre Ras Al Ghul. Nice suit. Stupid car & voice.,0,2,CainCrow50,https://www.imdb.com/user/ur38124309/?ref_=tturv_usr_1147_t,"Mar 24, 2022",https://www.imdb.com/title/tt0372784/review/rw8002376/?ref_=tturv_perm_1147,
10,/10,https://www.imdb.com/title/tt0372784/review/rw7994019/?ref_=tturv_1148,Amazing origin story,"The success of the trilogy is anchored in Batman Begins, especially the first act of the film. It's also easy to forget how much of a risk that the film was taking at the time, without viewers being very accepting of reboots at the time.",2,0,gillvijay-56548,https://www.imdb.com/user/ur96434481/?ref_=tturv_usr_1148_t,"Mar 21, 2022",https://www.imdb.com/title/tt0372784/review/rw7994019/?ref_=tturv_perm_1148,
10,/10,https://www.imdb.com/title/tt0372784/review/rw7988321/?ref_=tturv_1149,I loved all of Christopher Nolan's Batman films,"I am a lifelong Batman fan. I grew up watching the 80s and 90s films, loved the 60s tv show and have a subscription to DC comics online. I remember this came out my senior year of high school and it blew everyone away. The Dark Knight trilogy broke ground in the comic world and attracted a ton of acting talent, had amazing stunts and interesting technology. It combined various Batman comics. It made social commentary and made you think without being political. The only thing I didn't like was the growling voice Bale did while in the suit that got old sometimes but the villains were always scary, realistic and well acted. They were all critical and financial successes and also got nominated for Academy Awards. Even after a decade they still hold up.",2,0,julieicoburn,https://www.imdb.com/user/ur135628510/?ref_=tturv_usr_1149_t,"Mar 20, 2022",https://www.imdb.com/title/tt0372784/review/rw7988321/?ref_=tturv_perm_1149,
9,/10,https://www.imdb.com/title/tt0372784/review/rw7930217/?ref_=tturv_1150,Where it all began,"The Batman Begins but somehow falls behind the Dark Knight. Its rare to see a sequel movie rated better than the first in a trilogy but in this case we have have to go back where it all began.The Dark Knight would not have existed if it wasn't for this movie and it setting up the story properly to have such a strong foundation for a sequel. The quote from the movie ""It's not who I am underneath, but what I do that defines me"" can be applied directly to this movie as it gave birth to the Dark Knight and defined what the trilogy would become.Give credit where credit is due. This movie is a masterpiece that remains in the shadows with the league of shadows :) Easy 9/10.",2,0,MgRevolutionary,https://www.imdb.com/user/ur130552707/?ref_=tturv_usr_1150_t,"Mar 8, 2022",https://www.imdb.com/title/tt0372784/review/rw7930217/?ref_=tturv_perm_1150,
9,/10,https://www.imdb.com/title/tt0372784/review/rw7884335/?ref_=tturv_1151,An excellent and well-deserved film for the beloved Batman.,"An excellent and well-deserved film for the beloved Batman.Batman's quality is due to his trump card which, of course, is in his script, which is well written and intelligent. A simple example, there are no noticeable holes, they entertain the viewer and do not tire. Also, we can't ignore his other notable triumphs such as his photography, soundtrack, action, cast and performances. This is all due to Christopher Nolan's great work as a director and cast in general. Perhaps, the only flaw is the Batman suit, whose aesthetic material is quite iffy.To sum it up, the movie is fun, well-developed, dark, well-written, and undoubtedly a great movie for the much-feared Dark Knight.",2,0,gabriellikeaboss,https://www.imdb.com/user/ur147808483/?ref_=tturv_usr_1151_t,"Feb 20, 2022",https://www.imdb.com/title/tt0372784/review/rw7884335/?ref_=tturv_perm_1151,
10,/10,https://www.imdb.com/title/tt0372784/review/rw7871720/?ref_=tturv_1152,A Fantastic Start,,1,1,tadavies-15568,https://www.imdb.com/user/ur149993617/?ref_=tturv_usr_1152_t,"Feb 16, 2022",https://www.imdb.com/title/tt0372784/review/rw7871720/?ref_=tturv_perm_1152,Spoiler
8,/10,https://www.imdb.com/title/tt0372784/review/rw7847728/?ref_=tturv_1153,To the point to Batman spirit,"That's how super heroes should be, a bit relatable to human beings, not somebody from the other world itself or a product of science experiment.The way Batman character came into being was amazing. So was his ideology of never giving up on things.The female protagonist played spoilsport, or may be that's the destiny for a true vigilante.",2,0,sudhirkumarpal8,https://www.imdb.com/user/ur55088117/?ref_=tturv_usr_1153_t,"Feb 8, 2022",https://www.imdb.com/title/tt0372784/review/rw7847728/?ref_=tturv_perm_1153,
10,/10,https://www.imdb.com/title/tt0372784/review/rw7767296/?ref_=tturv_1154,Batman's back,,2,0,safenoe,https://www.imdb.com/user/ur34307814/?ref_=tturv_usr_1154_t,"Jan 17, 2022",https://www.imdb.com/title/tt0372784/review/rw7767296/?ref_=tturv_perm_1154,Spoiler
8,/10,https://www.imdb.com/title/tt0372784/review/rw7750011/?ref_=tturv_1155,A perfect reboot.,"After the disaster named 'Batman & Robin' which came back in 1997 people had gave up on the Batman films. But in 2005 Christopher Nolan came and rebooted it with Batman Begins and it was almost perfect.The movie is really good but there's not that much in depth to discuss about so I'll only talk about the things which i personally didn't liked it and those are the batman suit, christian bale's batman voice & action sequences. The batman suit in this movie is probably one of the worst superhero suits in general I've ever seen, man it looked so bulky on bale like he's a skinny guy and not some buffy dude like affleck the upper head portion was so bad looking and the details except the bat logo on suit were so unnoticeable. The second problem is bale's batman voice I don't know why bale chose that voice it's not good and the last complaint is the action sequences which is a huge drawback of nolan's movies.Apart from this three complaints it's a really really well executed movie as a reboot/introduction to a superhero. The cast was amazing (except rachel) everyone did great job.I'll give a solid 8/10.",2,0,stfu_shubham,https://www.imdb.com/user/ur142229882/?ref_=tturv_usr_1155_t,"Jan 12, 2022",https://www.imdb.com/title/tt0372784/review/rw7750011/?ref_=tturv_perm_1155,
6,/10,https://www.imdb.com/title/tt0372784/review/rw7716894/?ref_=tturv_1156,Confusing,"The begging of the movie was amazing, and I loved watching it. I would say it was a 10/10. But then it starting getting worse for some reason. It felt rushed, and just dumb. If they kept the movie like it was at the beginning, I think I would of rated it a solid 9 or 10.",0,2,kinglil3000,https://www.imdb.com/user/ur129515537/?ref_=tturv_usr_1156_t,"Jan 3, 2022",https://www.imdb.com/title/tt0372784/review/rw7716894/?ref_=tturv_perm_1156,
8,/10,https://www.imdb.com/title/tt0372784/review/rw7568481/?ref_=tturv_1157,Enjoyable start to Nolan's Batman trilogy,,2,0,melwinbauer,https://www.imdb.com/user/ur131499933/?ref_=tturv_usr_1157_t,"Nov 21, 2021",https://www.imdb.com/title/tt0372784/review/rw7568481/?ref_=tturv_perm_1157,Spoiler
7,/10,https://www.imdb.com/title/tt0372784/review/rw7366700/?ref_=tturv_1158,*****-Winged Bat's War on Fear,,1,1,Cineanalyst,https://www.imdb.com/user/ur1888886/?ref_=tturv_usr_1158_t,"Sep 21, 2021",https://www.imdb.com/title/tt0372784/review/rw7366700/?ref_=tturv_perm_1158,Spoiler
9,/10,https://www.imdb.com/title/tt0372784/review/rw7299072/?ref_=tturv_1159,The beginning of probably the best superhero trilogy,"The beginning of probably the best superhero trilogy. Christopher Nolan, of course, is a genius if he was able to make a superhero movie at this level. Real and adult. Batman Begins is an excellent start to the trilogy. Great cast, strong story and beautiful action for 2005. I recommend everyone to view.",1,1,eva3si0n,https://www.imdb.com/user/ur116634983/?ref_=tturv_usr_1159_t,"Sep 2, 2021",https://www.imdb.com/title/tt0372784/review/rw7299072/?ref_=tturv_perm_1159,
9,/10,https://www.imdb.com/title/tt0372784/review/rw7294133/?ref_=tturv_1160,"THIS, THIS is Batman.","My 3rd favorite Batman film behind Batman 1989 and The Dark Knight. This is one of the best origin stories on the big screen that there has ever been. Unforgettable action and drama behind it, a musical score that is one of the best and most-suited for one of our favorite heroes, and extra dark spins on pretty much everything that make it oddly addicting to watch!",1,1,SPZMaxinema,https://www.imdb.com/user/ur132395489/?ref_=tturv_usr_1160_t,"Aug 31, 2021",https://www.imdb.com/title/tt0372784/review/rw7294133/?ref_=tturv_perm_1160,
8,/10,https://www.imdb.com/title/tt0372784/review/rw7217496/?ref_=tturv_1161,What a great Batman movie this is!!,Even after almost a decade this movie is still the BOM! In my opinion this is the best batman movie so far. Christopher Nolan did an amazing job.,2,0,casperlucaskoopman,https://www.imdb.com/user/ur57599757/?ref_=tturv_usr_1161_t,"Aug 11, 2021",https://www.imdb.com/title/tt0372784/review/rw7217496/?ref_=tturv_perm_1161,
6,/10,https://www.imdb.com/title/tt0372784/review/rw7188803/?ref_=tturv_1162,Solid movie,,2,0,neutredlum,https://www.imdb.com/user/ur135177508/?ref_=tturv_usr_1162_t,"Aug 2, 2021",https://www.imdb.com/title/tt0372784/review/rw7188803/?ref_=tturv_perm_1162,Spoiler
7,/10,https://www.imdb.com/title/tt0372784/review/rw7164542/?ref_=tturv_1163,Batman Begins: boring but a good start,,1,1,RM-Montoya,https://www.imdb.com/user/ur134916072/?ref_=tturv_usr_1163_t,"Jul 26, 2021",https://www.imdb.com/title/tt0372784/review/rw7164542/?ref_=tturv_perm_1163,Spoiler
8,/10,https://www.imdb.com/title/tt0372784/review/rw6995455/?ref_=tturv_1164,Batman Begins is a solid movie,The story was good and interesting. The casting for this movie was great. Christian Bale is perfect as Batman. The villain was also good. The Score was fantastic. One complain is that the movie feels really long.,0,2,Venomage03,https://www.imdb.com/user/ur133058434/?ref_=tturv_usr_1164_t,"Jun 3, 2021",https://www.imdb.com/title/tt0372784/review/rw6995455/?ref_=tturv_perm_1164,
10,/10,https://www.imdb.com/title/tt0372784/review/rw6838838/?ref_=tturv_1165,A perfect Noir story of a mysterious Hero,"A lot could have gotten wrong when making another adaptation of the ""Batman"" story. Considering all the 90s movies with Val Kilmer and George Clooney everything was already said and done. But director Christopher Nolan took a bold brush and showed us darker shades of grey with a compelling visual experience, fine acting and a dark twist of the Batman origin.You have never seen Bruce Wayne in a darker place than in this movie. I like the fact that Nolan took time to introduce the audience to the new point of view and it's only after one and a half hour that we finally get to see some action of Arkham Asylum villains. Here we witness the becoming and get aquainted with the people around.Enjoy the 2005 flick anytime soon and remember where every cinematic soundtrack that followed afterwards came from.",2,0,Chris_Ego,https://www.imdb.com/user/ur127683169/?ref_=tturv_usr_1165_t,"Apr 22, 2021",https://www.imdb.com/title/tt0372784/review/rw6838838/?ref_=tturv_perm_1165,
10,/10,https://www.imdb.com/title/tt0372784/review/rw6632489/?ref_=tturv_1166,Stays fresh forever,,2,0,ayotomijoledo,https://www.imdb.com/user/ur58463096/?ref_=tturv_usr_1166_t,"Feb 24, 2021",https://www.imdb.com/title/tt0372784/review/rw6632489/?ref_=tturv_perm_1166,Spoiler
10,/10,https://www.imdb.com/title/tt0372784/review/rw6596729/?ref_=tturv_1167,Better than dark knight,"This film is flawless! It is infinitely more believable than any batman film and that is why it is the best! The antagonist is not a clown or a penguin but a spiritual terrorist who relies on deception and ninjutsu to kill corruption and decadence. Ra's al ghul is a mirror image of batman and is also his teacher which makes for an incredible story ark. Hans zimmer is perfect, british cast is perfect, and katie holmes is perfect for rachel dawes. Gotham is almost entirely a set which makes for a gritty and intimidating environment also.",2,0,fletchy-57354,https://www.imdb.com/user/ur83306436/?ref_=tturv_usr_1167_t,"Feb 14, 2021",https://www.imdb.com/title/tt0372784/review/rw6596729/?ref_=tturv_perm_1167,
9,/10,https://www.imdb.com/title/tt0372784/review/rw6556149/?ref_=tturv_1168,The Revitalisation of Batman!!,"'Batman Begins' is the revitalisation of the iconic character after his last outing since 'Batman & Robin' in 1997. Christopher Nolan bought his vision to life in 2005 in his fourth feature length film.
The film stars Christian Bale as the titular character, who in my opinion is the greatest Batman they have cast. He is flanked by a fantastic supporting cast: Michael Caine (Alfred Pennyworth), Morgan Freeman (Lucius Fox), Gary Oldman (Jim Gordon) and Katie Holmes (Rachel Dawes), all of these characters are used to serve Nolan's ultimate aim with this film which is to take an in-depth look into Bruce's psyche. The villains (Liam Neeson as 'Ducard' and Cillian Murphy as 'Jonathan Crane' / 'Scarecrow') are absolutely brilliant and are representations of Bruce's inner conflict, which relates to the main theme of fear.
This is a perfect portrayal of what happens when a big studio gives young filmmakers full creative freedom and fully trusts them. The practical effects are stunning, especially with the Batmobile, which they actually built and was fully operational. I would say that this is the best 'Batman' film. Hear me out, I feel that 'The Dark Knight' is a better overall movie but this feels like they have most accurately bought the comic book character to life. Nolan establishes Batman's one rule, he does not kill. This humanises the titular character and proves that the writers understand the source material, if Bruce kills than he is no better than his enemies.
However, I don't think this film is perfect. The suit gets a lot better in future films, also the fight choreography feels clunky and doesn't quite flow like it should.
Overall, this movie is the start of a fantastic trilogy that has reshaped the 'comic book movie' genre to the juggernaut it is today.9/10",1,1,benmundie,https://www.imdb.com/user/ur94551008/?ref_=tturv_usr_1168_t,"Feb 2, 2021",https://www.imdb.com/title/tt0372784/review/rw6556149/?ref_=tturv_perm_1168,
9,/10,https://www.imdb.com/title/tt0372784/review/rw6506600/?ref_=tturv_1169,Bringing Batman truly to life,This movie not only was simply a great movie it explains Batman and how he operates perfectly,1,1,icewatcher,https://www.imdb.com/user/ur128321491/?ref_=tturv_usr_1169_t,"Jan 20, 2021",https://www.imdb.com/title/tt0372784/review/rw6506600/?ref_=tturv_perm_1169,
10,/10,https://www.imdb.com/title/tt0372784/review/rw6501690/?ref_=tturv_1170,Greatest superhero origins movie 10/10 IMO,"One my Favorite Nolan movies ever including the whole trilogy, Best movie ever, This movies proves that Batman is awesome.",1,1,johanesgeorges,https://www.imdb.com/user/ur127255840/?ref_=tturv_usr_1170_t,"Jan 18, 2021",https://www.imdb.com/title/tt0372784/review/rw6501690/?ref_=tturv_perm_1170,
9,/10,https://www.imdb.com/title/tt0372784/review/rw6458105/?ref_=tturv_1171,Phenomenal Bat-Bond for the 18-45 yo crowd,"The first installment with the background story and choice of the League of Shaddows, and the Scarecrow as a mere pawn.
Michael Kaine, Christian Bake, Liam Nielsen, brilliantly cast. Finally bringing us the brooding Batman we've awaited since we grew out of the Dead Pan child geared Batman that many of us grew up with.
In this review I won't critique or try to understand the reboots, problems in continuity and changing the nature and identity of The Batman since the mid 90s in Animation and in comics. As an adult I will always stick with a Frank Miller/Josef Loeb take on Batman and it's villains (Sin in The Dark Knight I'll add in Alan Moore for his Joker portrayal in ""The Killing Joke).
Many critics will compare this to Tim Burton's version to me even at 13 was a bizarre attempt to bring in the Dark and still make it apoealing to the tween-23 crowd. It simply didn't work. He mastered the scenery of a comic book dimension, and cast well but he didn't truly define the darkness, and the villains were simply over the top. I think Nicholson did the best he could with the character given its PG limitations...I found the sequel of Burton totally absurd wasting talents of Devito and Christopher Walkin with the diabolical plan of the army of penguins? Really? Bottom line it was 1966 without humor.
Shoemaker acknowledged these films are geared towards the 9-21 audience and didn't disappoint in the third installment. The fourth was just over the top adding two villains, changing the Batman actor again, and adding Batgirl for some deluded feminist agenda.
This trilogy will always be the definitive Batman Films to endure time.
On all three the only thing that prevents the 10 that despite being able to overlook Bruce Wayne's own obsession and psychosis by dressing like a Bat...he is a nut dressed like a Bat Dark or Light.
DC will not be able to accomplish what Marvel did. On two occasions they couldn't bring the Satisfaction of the Donner Superman. They blew the Batman vs Superman with a terrible casting of Ben Aflec...But I digress.",0,2,EvanKevelson,https://www.imdb.com/user/ur37647343/?ref_=tturv_usr_1171_t,"Jan 9, 2021",https://www.imdb.com/title/tt0372784/review/rw6458105/?ref_=tturv_perm_1171,
9,/10,https://www.imdb.com/title/tt0372784/review/rw6417795/?ref_=tturv_1172,A Fantastic Beginning,"Batman Begins is the first movie in the Dark Knight trilogy. It is a great movie, and every superhero needs an origin story this good. The thing is, this, and the rest of the trilogy, are not typical superhero movies. Christopher Nolan brings Batman to a whole new level with the trilogy, and Christian Bale is a stellar Bruce Wayne. As a Batman fan for life, I recommend this movie to any Batmen out there. But, if you are not a big superhero fan, this is a great action/crime movie for any fans of either genre. 9/10",1,1,jacksoccergoal,https://www.imdb.com/user/ur122245992/?ref_=tturv_usr_1172_t,"Dec 29, 2020",https://www.imdb.com/title/tt0372784/review/rw6417795/?ref_=tturv_perm_1172,
,,https://www.imdb.com/title/tt0372784/review/rw6278151/?ref_=tturv_1173,One of the best superhero films I have seen,"Wow, before I start, props to Christopher Nolan for making a Batman that was true to the comics.The music and effects were great in this movie and especially for its time. The acting and the dialogue were fantastic in this movie. Especially by the actors of Batman and Alfred. The choreography of this movie was captivating, the fight scenes were amazing and surprising. It felt fluid and natural. The plot was well done and nothing seemed out of place, I didn't notice any plot holes. The pacing was fantastic for this movie, it gives you a break and then turns it up and then gives you a break and so on. They also paid a great attention to detail which I really liked such as focusing on the backgrounds and sidelines and not completely focusing on the characters entirely. There were moments that I laughed at certain scenes and even though this is a Batman movie they didn't have too much to make it annoying or comical.Overall it was a very good movie. I really enjoyed it. There were great themes and quotes that this movie had that cant be compared to other superhero movies. I added this movie to my old school favorite movies list.Memorable: No Rewatchable: Maybe.",1,1,JWick23,https://www.imdb.com/user/ur100048372/?ref_=tturv_usr_1173_t,"Nov 16, 2020",https://www.imdb.com/title/tt0372784/review/rw6278151/?ref_=tturv_perm_1173,
8,/10,https://www.imdb.com/title/tt0372784/review/rw5965679/?ref_=tturv_1174,The best film in the trilogy,"I hold a minority opinion that Batman Begins is the best in the trilogy. It has a dark tone and cutthroat pace that gets to the point and doesn't wander around or raise too many questions. Batman is brutal, the villains are formidable and the film is all round great.",1,1,briancham1994,https://www.imdb.com/user/ur5788055/?ref_=tturv_usr_1174_t,"Aug 4, 2020",https://www.imdb.com/title/tt0372784/review/rw5965679/?ref_=tturv_perm_1174,
8,/10,https://www.imdb.com/title/tt0372784/review/rw5961526/?ref_=tturv_1175,Every Batman movie with Christian Bale rocks,"Another good movie from the Dark knight trilogy, Bale is the best at playing Batman!",2,0,JayPatton88,https://www.imdb.com/user/ur67826053/?ref_=tturv_usr_1175_t,"Aug 2, 2020",https://www.imdb.com/title/tt0372784/review/rw5961526/?ref_=tturv_perm_1175,
10,/10,https://www.imdb.com/title/tt0372784/review/rw5809658/?ref_=tturv_1176,THE origin story,"Batman Begins is the ultimate superhero origin story, so good in everything it does that the caped crusader never needs another. It proves that none of the dark and gritty reboots that this spawned truly understood what they were imitating as this is so earnest and full of warmth. It clearly understands Batman in every aspect of his world and mentality whilst still letting the creative team here put their own distinctive style on the material.Christian Bale nails every aspect of playing both Batman and Bruce Wayne. He has the general physicality down which is insane considering he did this after The Machinist. The self-obsessed exterior of Bruce Wayne's playboy persona is there as well as the painful interior. When he's Batman the voice is never better with a stern yet softly spoken nature for friends and a much more intense rendition of it when interrogating enemies.He's supported by a wealth of talented actors given ample material to work with. Michael Caine and Morgan Freeman are equally likeable with both of them imbuing the film with the right amount of humour. Gary Oldman is a perfect Jim Gordon with an unwavering moral compass even as he feels defeated. Cillian Murphy and Liam Neeson are both great villains for completely opposite reasons.Christopher Nolan's direction is amazing with an unwavering commitment to practical effects that yields the best rewards. This film feels truly epic and is by far the most stylish rendition of Gotham out of his three films. The action is very choppy but Lee Smith's editing still manages to find a rhythm for it with some action scenes benefitting from the speed and intensity of it. Plus the weaker hand to hand combat is balanced out by a stellar car chase.The score by James Newton Howard and Hans Zimmer is magnificent. There's a real sense of triumph to it which builds beautifully during the grandest moments, of which there are plenty. Few scores have been as consistently thunderous and it still sounds unique compaared to previous Batman music. It doesn't go unnoticed in the quieter moments either with softer pieces that unlock the heart of this film.",2,0,masonsaul,https://www.imdb.com/user/ur94560739/?ref_=tturv_usr_1176_t,"Jun 8, 2020",https://www.imdb.com/title/tt0372784/review/rw5809658/?ref_=tturv_perm_1176,
9,/10,https://www.imdb.com/title/tt0372784/review/rw5546531/?ref_=tturv_1177,Amazing,"This movie was amazing I do think bales voice was a miss as batman, too sick like. Bale plays a great bman the action and story were incredible.",1,1,killionriot,https://www.imdb.com/user/ur58858155/?ref_=tturv_usr_1177_t,"Mar 12, 2020",https://www.imdb.com/title/tt0372784/review/rw5546531/?ref_=tturv_perm_1177,
10,/10,https://www.imdb.com/title/tt0372784/review/rw5460963/?ref_=tturv_1178,The start of a beautiful trilogy.,"One of the best Batman movies of all time, if not one of the best movies of all time. The characters, story, cinematography, visuals, music, sound design, were great. Whenever you see the Batmobile smashing through things, it was actually smashing through those things in real life. 10/10",2,0,bak-67163,https://www.imdb.com/user/ur113313436/?ref_=tturv_usr_1178_t,"Feb 5, 2020",https://www.imdb.com/title/tt0372784/review/rw5460963/?ref_=tturv_perm_1178,
10,/10,https://www.imdb.com/title/tt0372784/review/rw5354053/?ref_=tturv_1179,I made an account just for this movie.,"This is the first movie in a very.long time that made me hooked. I watched it with my twin sister and father and i didn't get out of my room. One of the best action & superhero movie out there. It's wayy better than the other dc movie out there, that's for sure.",2,0,netafindme,https://www.imdb.com/user/ur111560580/?ref_=tturv_usr_1179_t,"Dec 26, 2019",https://www.imdb.com/title/tt0372784/review/rw5354053/?ref_=tturv_perm_1179,
7,/10,https://www.imdb.com/title/tt0372784/review/rw5157854/?ref_=tturv_1180,Better Than People Think,"Batman Begins came out of nowhere to the world. It was introduced, and then slowly disappeared. No one even thought of it until Dark Knight came out. I believe because there was no cool villain. We want to see Joker, Penguin, or Riddler when we're watching Batman. Not someone like Scarecrow.Batman Begins was a great origin story. It showed exactly how Batman came to be, and it was painstakingly good in showing that. It is a much needed prequel to the Dark Knight franchise. Christian Bale is actually very good in this movie. He was a real Batman. Ben Aflleck seemed more fake.7 Stars",1,1,michaeltrivedi,https://www.imdb.com/user/ur77131575/?ref_=tturv_usr_1180_t,"Oct 3, 2019",https://www.imdb.com/title/tt0372784/review/rw5157854/?ref_=tturv_perm_1180,
10,/10,https://www.imdb.com/title/tt0372784/review/rw5132295/?ref_=tturv_1181,The best from The Dark Knight trilogy.,This is the type of movie you'll watch on repeat and never get bored by. I've seen TDK many times and I always get goosebumps at the end; I've seen TDKR a few times and it's a great movie; Batman Begins triumphs both.What Nolan did was create a masterpiece and raised the bar of story telling in a comic book movie to an insane level. Many directors have been trying to replicate it ever since.Batman Begins isnt a generic comic book movie but a crime saga with dark undertones of brooding corruption.A Masterpiece.,1,1,MrSelfPaid,https://www.imdb.com/user/ur31239994/?ref_=tturv_usr_1181_t,"Sep 20, 2019",https://www.imdb.com/title/tt0372784/review/rw5132295/?ref_=tturv_perm_1181,
7,/10,https://www.imdb.com/title/tt0372784/review/rw5110114/?ref_=tturv_1182,Wow,Love the acting but I want batman kill people and say this is justice,1,1,zhyarTheChosen,https://www.imdb.com/user/ur91998110/?ref_=tturv_usr_1182_t,"Sep 9, 2019",https://www.imdb.com/title/tt0372784/review/rw5110114/?ref_=tturv_perm_1182,
10,/10,https://www.imdb.com/title/tt0372784/review/rw5094054/?ref_=tturv_1183,Very good direction. Good story. Very well made,Good story. Very well directed. A lot to learn from the movie,1,1,avi-42883,https://www.imdb.com/user/ur106228775/?ref_=tturv_usr_1183_t,"Sep 1, 2019",https://www.imdb.com/title/tt0372784/review/rw5094054/?ref_=tturv_perm_1183,
10,/10,https://www.imdb.com/title/tt0372784/review/rw5075703/?ref_=tturv_1184,Astonishing!,"To be honest, I always thought that the people supporting DC Universe were the ones not being able to agree on that the Marvel made better movies. The ones that tried to be different as they felt insecure about their own intelligence. This made to think twice. Batman Begins isn't only exciting, also, it's smart on its own way. The movie is filled with wise quotes and most importantly, it delivers what most movies can't do. A message. Not only it exceeded my expectations, but filled me with the memories that'll never be forgotten. Shortly, Christopher Nolan is the best director ever!",1,1,cavidpost,https://www.imdb.com/user/ur27883737/?ref_=tturv_usr_1184_t,"Aug 23, 2019",https://www.imdb.com/title/tt0372784/review/rw5075703/?ref_=tturv_perm_1184,
8,/10,https://www.imdb.com/title/tt0372784/review/rw5045789/?ref_=tturv_1185,Batman is the best super hero of all,,2,0,dpg-87522,https://www.imdb.com/user/ur96454402/?ref_=tturv_usr_1185_t,"Aug 7, 2019",https://www.imdb.com/title/tt0372784/review/rw5045789/?ref_=tturv_perm_1185,Spoiler
7,/10,https://www.imdb.com/title/tt0372784/review/rw5041959/?ref_=tturv_1186,Movie Review Profits,,0,2,rachelrose-87356,https://www.imdb.com/user/ur106196708/?ref_=tturv_usr_1186_t,"Aug 5, 2019",https://www.imdb.com/title/tt0372784/review/rw5041959/?ref_=tturv_perm_1186,Spoiler
8,/10,https://www.imdb.com/title/tt0372784/review/rw5024531/?ref_=tturv_1187,The start of a trilogy,This film is very thoughtful it starts out slow but picks up the pace and if the entire film was like this it would have gotten a 9 welp anyways that's all I can say,2,0,claudiacelona,https://www.imdb.com/user/ur105948211/?ref_=tturv_usr_1187_t,"Jul 28, 2019",https://www.imdb.com/title/tt0372784/review/rw5024531/?ref_=tturv_perm_1187,
9,/10,https://www.imdb.com/title/tt0372784/review/rw5022278/?ref_=tturv_1188,A great time,well acted,2,0,kriscot-48548,https://www.imdb.com/user/ur105474151/?ref_=tturv_usr_1188_t,"Jul 27, 2019",https://www.imdb.com/title/tt0372784/review/rw5022278/?ref_=tturv_perm_1188,
10,/10,https://www.imdb.com/title/tt0372784/review/rw4972716/?ref_=tturv_1189,"""Why do we fall? ... So that we can learn to pick ourselves up!""",,2,0,OMTR,https://www.imdb.com/user/ur24654656/?ref_=tturv_usr_1189_t,"Jul 2, 2019",https://www.imdb.com/title/tt0372784/review/rw4972716/?ref_=tturv_perm_1189,Spoiler
10,/10,https://www.imdb.com/title/tt0372784/review/rw4709802/?ref_=tturv_1190,The Perfect Origin.,,2,0,alpha1102,https://www.imdb.com/user/ur74168548/?ref_=tturv_usr_1190_t,"Mar 9, 2019",https://www.imdb.com/title/tt0372784/review/rw4709802/?ref_=tturv_perm_1190,Spoiler
