"ipc-rating-star--rating","ipc-rating-star--maxRating","ipc-title-link-wrapper href","ipc-title__text","ipc-btn__text","ipc-voting__label__text","ipc-voting__dot-separator","ipc-voting__label__count","ipc-voting__label__count 2","ipc-link","ipc-link href","ipc-inline-list__item","ipc-link href 2","ipc-html-content-inner-div"
"6","/10","https://www.imdb.com/title/tt0167260/review/rw1224160/?ref_=tturv_632","not enough","Spoiler","Helpful","•","2","3","rohanaroundtheworld","https://www.imdb.com/user/ur7372773/?ref_=tturv_usr_632_t","Nov 25, 2005","https://www.imdb.com/title/tt0167260/review/rw1224160/?ref_=tturv_perm_632",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1222553/?ref_=tturv_633","One of the greatest epic films, if not THE greatest, to ever grace the screen","","Helpful","•","2","3","Maverick300","https://www.imdb.com/user/ur6367052/?ref_=tturv_usr_633_t","Nov 22, 2005","https://www.imdb.com/title/tt0167260/review/rw1222553/?ref_=tturv_perm_633","My statement holds true. If you don't agree, go find baseball bat and beat yourself silly.Anyhow, Return of the King is the third part in Peter Jackson's epic trilogy, The Lord of the Rings. The third nearly picks up where the Two Towers left off. We see the broken Fellowship making their way to end their quest to destroy the One Ring. Frodo and Sam make their way towards Mount Doom, led by the nefarious Gollum. Aragorn, Legolas, and Gimli take their path towards Minas Tirith, capital of Gondor, where Aragorn is destined to become king. And Merry and Pippin go their separate ways; Merry travels with the Rohirrim while Pippin goes with Gandalf by a different road to Minas Tirith than Aragorn.Everything about this film is nearly perfect. The characters, the dialogue, the scenery, all done in the most professional manner I have ever witnessed. The movie truly shines during the battle scenes. These scenes (particulary Pelennor Fields) are some of the largest battles ever witnessed on film. THEY WILL TAKE YOUR BREATH AWAY! And ultimately this movie is really all about Sam. I mean this guy owns the last 3/4 of the film! WARNING: you may need some Kleenex for that part of the movie! To sum it up, Return of the King is one of the greatest epics ever. Out of the three films, this one is truly the finest. Overall, this film is a serious contender to other greats out there. I very highly recommend buying this movie immediately! It is worth the 3h 20min of film. If your very enthusiastic, go buy the Extended Editions of all three films! P.S. Best to view this movie on some big screen t.v. with surround sound. Especially when it reaches the Battle of Pelennor Fields, you will want something with a kick!"
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1222013/?ref_=tturv_634","One of the best films in movie history!!!","","Helpful","•","2","3","LizzieFinch","https://www.imdb.com/user/ur8038999/?ref_=tturv_usr_634_t","Nov 22, 2005","https://www.imdb.com/title/tt0167260/review/rw1222013/?ref_=tturv_perm_634","I don't think it is fare to say that one of the three films is better than the rest because in my opinion there isn't. They are all just as good as each other. They are just different stories. This is the last film in the epic trilogy and it's incredible. It reaches the climax in this film with Frodo and Sam reaching the end of their journey. They are been on the ride of a life time and it is now all over. The one Ring has been chucked into Mount What ever with a bit of a struggle as Smeagle didn't want to let it go. But with a fight it plummeted to the Volcanic Lava And Gollom along with it. Mean while Aragon, Legolas, Gimli and the gang have been fighting their own wars. Now we have reached the end Frodo and Sam only just alive they get back to the beautiful city of Rivindel where Frodo leaves and goes of into the Sunset with Bilbo, Gandalf, and others. Sam gets his family like he wanted, and Merry and Pipin are still getting up to mischief. And there we are the end of the Lord of the Rings: The Return of the King and indeed the entire trilogy. It has been a pleasure on commenting on this film and it is a film and movie has got to watch. Yours WhateverRose Greenwood!!!"
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1220854/?ref_=tturv_635","Harry Potter and the Goblet of Fire","Spoiler","Helpful","•","1","4","slimshady_8mile_eminem_a","https://www.imdb.com/user/ur6466729/?ref_=tturv_usr_635_t","Nov 18, 2005","https://www.imdb.com/title/tt0167260/review/rw1220854/?ref_=tturv_perm_635",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1209620/?ref_=tturv_636","No one could really understand the epic majesty of this film.","","Helpful","•","2","3","marvsan2000","https://www.imdb.com/user/ur5086902/?ref_=tturv_usr_636_t","Nov 5, 2005","https://www.imdb.com/title/tt0167260/review/rw1209620/?ref_=tturv_perm_636","I am a fan of Tolkien and his works,and I am a fantasy writer myself. I started reading the books after watching the trilogy,FOTR was excellent and adventurous,TTT was full of action,and ROTK the final installment was a combination of the two and a glimpse of Braveheart. ROTK captured Tolkien's imagination,the city of Minas Tirith is it is as it was,the battles were majestic and medieval,the story is and soundtrack kept my heart pounding.This film inspired me,this film is filled with wonder and awe,it is the best fantasy film of the 21st century and will be remembered as one. I hope that there will be film versions of the Silmarillion soon and other prequels of LOTR."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1208648/?ref_=tturv_637","stunning.","","Helpful","•","3","2","phery_dust","https://www.imdb.com/user/ur7839732/?ref_=tturv_usr_637_t","Nov 4, 2005","https://www.imdb.com/title/tt0167260/review/rw1208648/?ref_=tturv_perm_637","saw it. loved it... ditto to the rest of the comments. Lord of the Rings: Return of the King--is God in movie land. No doubt that this movie will live on forever in the minds of many, and in the hearts of many girls, mine included---star wars, star trek...step aside, the era of the Rings has come and no one can put a stop to it. Space and time is over, ladies and gentlemen... get ready for arrows, swords, battles, love stories galore! This is one of those films that comes only once a blue moon and it is indeed a joy to see it in our lifetime.So sit back, enjoy and come to realize that this film is for the truly dedicated...you can't handle 3 hours? well then, the exit is to your left. sorry you're missing out. Finally...""now come the days of the king! May they be blessed."""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1197210/?ref_=tturv_638","I couldn't believe it.","Spoiler","Helpful","•","3","2","Roger_Sterling","https://www.imdb.com/user/ur7251468/?ref_=tturv_usr_638_t","Oct 19, 2005","https://www.imdb.com/title/tt0167260/review/rw1197210/?ref_=tturv_perm_638",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1191697/?ref_=tturv_639","Perfect","","Helpful","•","3","2","kc0bus","https://www.imdb.com/user/ur5569963/?ref_=tturv_usr_639_t","Oct 11, 2005","https://www.imdb.com/title/tt0167260/review/rw1191697/?ref_=tturv_perm_639","I just finished watching this trilogy for the second time and was just as moved as the first time I saw it. Cinema with sound has been around now for nearly 80 years and this is the very first TRUE masterpiece. It took THAT long. Sure, other movies have been branded ""masterpiece"", but Peter Jackson has redefined what a masterpiece really is. After seeing this trilogy, I will never look upon movies in the same way again. There's no reason why every movie can't be of this quality. It just goes to show that some of the most creative minds in the world don't necessarily hail from out of the Hollwood movie making machine. Peter Jackson not only isn't an American, he never even went to movie making school. If someone who's never set foot in a movie making school (let alone barely set foot in the United States) can make a movie of this caliber, than that ought to say something about these ""schools"" and the Hollwood movie making machine. Let this be a lesson to all who have even a passing interest in movies. I look forward to Peters next project with great enthusiasm. Thank God for Peter Jackson."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1187576/?ref_=tturv_640","The Best Movie of the all year","","Helpful","•","3","2","zitz2003","https://www.imdb.com/user/ur7437830/?ref_=tturv_usr_640_t","Oct 5, 2005","https://www.imdb.com/title/tt0167260/review/rw1187576/?ref_=tturv_perm_640","The Lord of the Rings: The Return of the KIng the best movie of the all year. Even in state of the art movies of late I have been aware that I could be watching a video game. Here I only occasionally noticed that things were clear computer effects, even though the majority of the film was! This is how they SHOULD be used - not as a draw in their own right but as part of the film. Elijah Wood put on a better performance than he did in the first movie, as did Sean Astin. Ian McKellen, who captivated us in the last movie, captivated us even more in this one. The movie, like its predecessor, fails to bring us closure, but that's OK. Closure will come next year. I look forward to the Return of the King.The Fellowship of the Ring, The Two Towers and The Return of the KIng is now three my favorite movie of all time.My Rate on this movie 10/10."
"6","/10","https://www.imdb.com/title/tt0167260/review/rw1187125/?ref_=tturv_641","A wonderful film, but extremely overrated.","","Helpful","•","1","4","keelhaul","https://www.imdb.com/user/ur4588911/?ref_=tturv_usr_641_t","Oct 5, 2005","https://www.imdb.com/title/tt0167260/review/rw1187125/?ref_=tturv_perm_641","I really liked the films, being a LOTR fan.(I read it 10 times or so, and I also read the other books about Middle-Earth) It's good, beautiful and everything you could imagine. BUT: it is clearly over-rated. Magnificent battle-scenes, etc. BUT: It did NOT move me, as the book did. (Which would be 7 out of 10, for me) So it is six.(I was somehow bored during watching it, and I really missed some kind of atmosphere that was in the book. Sorry.) Artistically it is NOT a great achievement. It is the best that could be done of LOTR. It _could_ have been better, if all the films were about 10 hours' long. My best vote goes to Two Towers (that part of the book is 8 out of 10), that film will get 7."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1157526/?ref_=tturv_642","One of the best movies of 2003","Spoiler","Helpful","•","2","3","daleapam","https://www.imdb.com/user/ur3646153/?ref_=tturv_usr_642_t","Aug 24, 2005","https://www.imdb.com/title/tt0167260/review/rw1157526/?ref_=tturv_perm_642",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1146371/?ref_=tturv_643","The greatest adventure film of all-time!","","Helpful","•","4","1","OriginalMovieBuff21","https://www.imdb.com/user/ur3341647/?ref_=tturv_usr_643_t","Aug 9, 2005","https://www.imdb.com/title/tt0167260/review/rw1146371/?ref_=tturv_perm_643","There is no epic like The Lord of the Rings: Return of the King. I have never had a better time seeing this movie in theaters. This breathtaking epic, is the third and last installment in The Lord of the Rings. Sam and Frodo are closer and closer to the cracks of Doom while their journey becomes very dangerous along with their guide Gollum helping. Meanwhile the rest of the fellowship try to stop Sauron's army from taking the ring. The movie is pure magical from beginning to end and the characters are all wonderful. Return of the King went very fast for a three and a half hour movie, mostly because I loved it. I have become very obsessed with the trilogy and if you loved the first two Lord of the Rings, you will definitely love the last one as well.Hedeen's Outlook: 10/10!! **** A+"
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1142098/?ref_=tturv_644","the most important thing about the movie","","Helpful","•","3","2","VPayne","https://www.imdb.com/user/ur6596520/?ref_=tturv_usr_644_t","Aug 4, 2005","https://www.imdb.com/title/tt0167260/review/rw1142098/?ref_=tturv_perm_644","To fully appreciate the greatness of this movie particularly and the trilogy as a whole, you have to watch the extended version of it. I saw it on TV first and then got the extended version and since that, every time I watch the standard version it seems like a compact version of the real thing. The regular version is amazing but the addition of some important (at least for me) scenes makes it the best movie of all times.This is by far the best of the three because of the fact that it had to tie all the ends and finish the story and at the same time be bigger and more intense that it's predecessors.While I still think that the last 15 minutes of two towers is one of the greatest masterpieces in the history of mankind, you'll never be disappointed in this one. The trilogy itself is just so deep and so perfect, that it's one of those things that make you think about the beautiful things humanity is capable of."
"5","/10","https://www.imdb.com/title/tt0167260/review/rw1111731/?ref_=tturv_645","Best picture/director/editing? Please....","","Helpful","•","0","5","azacamis","https://www.imdb.com/user/ur2347004/?ref_=tturv_usr_645_t","Jun 26, 2005","https://www.imdb.com/title/tt0167260/review/rw1111731/?ref_=tturv_perm_645","I watched all three just to see what the fuss LOTR is all about. Also it is only fair then to give a review. After watching ROTK, I have to ask again, what is all the fuss about? I have to admit, I did not read the book but it does not make me any less credible to give an opinion as I am movie lover and this is a review of a movie, not a book. Storyline aside, which I actually have no problem with, even though I don't find that interesting either, the trilogy is a series of badly made films. Acting by the main characters was terrible. Name me one part of acting that burns permanently in your mind as mind blowing. Worse of all, continuity was practically not a priority, which it should. Obviously, editing was done haphazardly. That is why the acting quality suffered badly. From one scene where the characters were sad, in just a few seconds they were back to happy.I have no arguments that it may be a hard film to make, considering the backdrop of the storyline or maybe how closely it tried followed the book but Jackson received far too much credit to be awarded by director. The makeup and costumes, the cinematography etc were awesome. That I will give all due credits but to be considered a best film is too generous. It is simply entertaining at best. The CGI was not that good and I have seen much better fight scenes in other films within the same capacity.I'm sorry, I tried to like these films (I watched all three even though I already did not like Fellowship) but I simply can't. Bad continuity, editing and acting puts me off."
"6","/10","https://www.imdb.com/title/tt0167260/review/rw1110443/?ref_=tturv_646","No Best Picture of the Year","","Helpful","•","0","5","tygershark69","https://www.imdb.com/user/ur1808691/?ref_=tturv_usr_646_t","Jun 24, 2005","https://www.imdb.com/title/tt0167260/review/rw1110443/?ref_=tturv_perm_646","After finishing watching the whole series of the Lord of the Rings trilogy, I am at a loss as to why this film won the Best Picture Academy Award. Make no mistake it is a good movie. The effects are spectacular and the story is great. But it got to the point to where I was saying, ""Get on with it!"" I was just plain tired looking at Frodo's morose little face. All the other characters are truly heroic; Frodo just brings it down. Sam, Frodo's companion, is far more driven and determined. Frodo's characterization really has much to be desired.I found myself feeling like the Elaine character on Seinfeld as she watches The English Patient and screams, ""Die already!"" The intended dramatic tension as Frodo approaches Mount Doom fails and could have been cut down a bit. There was enough build up from the first two movies and from the first three-quarters of the third.All that said, I would recommend this movie to anyone, especially those who enjoy Fantasy films and stories. I will likely buy this series, but I do not consider it on the same level as the Academy does."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1094334/?ref_=tturv_647","Wonderful, absolutely wonderful!","","Helpful","•","3","2","spider_webster","https://www.imdb.com/user/ur4495236/?ref_=tturv_usr_647_t","Jun 3, 2005","https://www.imdb.com/title/tt0167260/review/rw1094334/?ref_=tturv_perm_647","I have seen this movie more than three times and it never gets boring to me! I just love it! And though it might not be, in my opinion, the best of the three Rings, but it's definitely worth your time to watch! Again, like FOTR and TTT, it has great CGI effects and great acting. In my opinion, the extended/special addition is better as it gives more outline to the story. Storyline rules as usual and the directing is good. But I particularly like the scenes where they battle at Minas Tirith because it is a very climatic area of the movie. Of course, there are scenes that don't make sense sometimes but no movie is perfect and this one is the closest to perfect I've ever seen! Overall, I'd watch this one if I were you. There's more action, and less talk.Scored: 10/10; PERFECT!"
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1093579/?ref_=tturv_648","Good, but definitely overrated","Spoiler","Helpful","•","2","3","swansongang","https://www.imdb.com/user/ur5430867/?ref_=tturv_usr_648_t","Jun 2, 2005","https://www.imdb.com/title/tt0167260/review/rw1093579/?ref_=tturv_perm_648",""
"6","/10","https://www.imdb.com/title/tt0167260/review/rw1022459/?ref_=tturv_649","Is it just me or are those Hobbits really tiny?","","Helpful","•","1","4","rip1foru","https://www.imdb.com/user/ur1732878/?ref_=tturv_usr_649_t","Feb 16, 2005","https://www.imdb.com/title/tt0167260/review/rw1022459/?ref_=tturv_perm_649","Let me first say i really am sorry for what I'm about to say because i truly know how much LOTR fans love their trilogy. Now, having said that, this movie was truly garbo and by garbo i mean garbage. I have to say that i liked the costumes, the music is great, and heck who doesn't love aragon, but please did i have to sit through that 7 hour ending between all of the little dudes and the boat trip? I don't think i should have been subjected to that. One of my friends lets call him angry mike actually thought that was the greatest ending to any movie since...well...since any movie that Bon Jovi has been in (dude loves Bon Jovi). Anyway he asked me why did i hate it so? Well thats easy. When i started the movie i was 20, when i left the movie i was 25. What is that all about? Did i gain anything in that last million hours of goodbye footage? No...well one thing...i learned that sam and froto...well they couldn't be cuter together. Wait...what? Froto and sam weren't together? Now i really hated the ending. Anyway do yourself a favor you want fantasy go and rent Krull."
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1017885/?ref_=tturv_650","A decent film, nothing more, nothing less.","","Helpful","•","2","3","die_hard_kavorka","https://www.imdb.com/user/ur1235505/?ref_=tturv_usr_650_t","Feb 10, 2005","https://www.imdb.com/title/tt0167260/review/rw1017885/?ref_=tturv_perm_650","I am astounded by the sheer magnitude of praise that this film, and its two predecessors, has received.This film is overstuffed, overacted, and over-directed, and yet, it elicits a fanatical following of kool-aid drinkers who bought into the hype. There are just too many things wrong with this film and the series in general for me to look at it in an objective manner and say it is one of the best films of all time.It's definitely not Best Picture-worthy, but it can hold its head high as one of the better sci-fi/fantasy films in cinema history. Maybe it's just my non-conformist nature, but I find myself, a year removed from the last release of the three LOTR films, questioning the magnetic power of this lumbering behemoth of a film.I just find myself in awe of the rabid following this movie has generated.It's good, not great. Well-made (to an extent), but overdone at times.7 out of 10"
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1014429/?ref_=tturv_651","This is movie is what it is.","","Helpful","•","3","2","Patuquitos","https://www.imdb.com/user/ur4555708/?ref_=tturv_usr_651_t","Feb 5, 2005","https://www.imdb.com/title/tt0167260/review/rw1014429/?ref_=tturv_perm_651","My summary may be pedestrian, but it's the naked truth. This is the movie you make when you are given millions of dollars and almost two years. It's spectacular, but lacks charm. It's a must see if you are into popcorn cinema, but it shares the same aesthetic of the previous two movies, and it gets tiresome. As an adaptation, it's not perfect, but it's as good as it gets if you take into account how difficult is to make such a big movie.This the latest modern mammoth movie, so take it for what it is. It hasn't been the first, and it won't be the last. Sometimes your jaw will drop, but everybody knows that there is not much merit in making the film looks the way it does. The merit lies in having finished the movie at all.It's almost impossible to write a more complex review and not sound like an pretentious asshole. I had a lot of fun, but something was lacking. Apply this review to parts I & II.RATING: 7.1"
"6","/10","https://www.imdb.com/title/tt0167260/review/rw1011072/?ref_=tturv_652","national geographic wannabe","","Helpful","•","1","4","muskokovic","https://www.imdb.com/user/ur3192350/?ref_=tturv_usr_652_t","Jan 31, 2005","https://www.imdb.com/title/tt0167260/review/rw1011072/?ref_=tturv_perm_652","If you liked this call your cable or satellite provider and subscribe to the National Geographic channel.Not a bad movie i just don't see what the hype is about. i understand that the effects were great and everything but most of it was just a few guys walking up and down the mountains of new Zealand and over stretched dramatic scenes. (i really don't think that we need every scene with the least bit of drama to go into slow-mo)The battle scenes were good though. There are much better movies that you can see and you will not lose sense in your posterior. The movie is just too hyped up CGI and landscape shots do not make a movie great. Rather it is the acting and plot which really define a movie with special effects just enhancing the experience rather than being the experience its self. if you did like the cgi and think this is a #1 movie i suggest that you invest in a X-box or PS2 instead of going to blockbuster for you will find it a much more rewarding way to spend your money."
"9","/10","https://www.imdb.com/title/tt0167260/review/rw0992470/?ref_=tturv_653","Just another praising comment on the biggest film of our time","Spoiler","Helpful","•","2","3","keuhkokala","https://www.imdb.com/user/ur2181829/?ref_=tturv_usr_653_t","Jan 5, 2005","https://www.imdb.com/title/tt0167260/review/rw0992470/?ref_=tturv_perm_653",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw0980345/?ref_=tturv_654","Lord of the Rings - Nothing better!","","Helpful","•","2","3","brandonennals","https://www.imdb.com/user/ur4277488/?ref_=tturv_usr_654_t","Dec 17, 2004","https://www.imdb.com/title/tt0167260/review/rw0980345/?ref_=tturv_perm_654","This is the final installment of the best Trilogy that I have ever seen. I love all of the Rings movies and I love this one just as much. Everything about this movie is great. Great costumes, acting, story, scenery, CG, everything. I really am not a fan of fantasy, actually I do whatever I can to stay away from it. Ever since I saw the first LOTR movie I was hooked. Actually I can say I like this LOTR movie the last since it is the last. I really didn't want this story to end. Personally, I can only find one thing in the movie that I didn't care for and that would be the people, for lack of a better term (I don't like to give away anything in my reviews), Aragorn recruits to assist him. Other than that I really love everything about this movie. Also, I am a huge fan of battle scenes and this movie had the best battle scene I have seen since the Helms Deep scene in the 2nd movie. Peter Jackson has earned a fan for life since I had seen this movie. I realize that nothing else he does will ever compare to the trilogy, but maybe just maybe something will come close. When comparing movies to this movie, even if it is only half as good, it is still twice as good as most films. Classic film! In my top 10 ever."
"8","/10","https://www.imdb.com/title/tt0167260/review/rw0979969/?ref_=tturv_655","overrated but still one of the best","","Helpful","•","0","5","Tom9106","https://www.imdb.com/user/ur4329138/?ref_=tturv_usr_655_t","Dec 16, 2004","https://www.imdb.com/title/tt0167260/review/rw0979969/?ref_=tturv_perm_655","great movie , but needed better actors i mean orlando bloom sucks.apart from some of the acting it was a great movie but watching all three of them in the one day you would surely see that the fellowship of the ring was the best and then this but the two towers wasn't to flash apart from the special effects.peter jackson could have done so much more with the trilogy especially looking at the extended version.he may as well have just released them to the cinemas because they are better than the original versions.on this movies extended version especially it explained every last detail with the extra seens and some of the effects were also pretty sweet. overall an awesome movie"
"10","/10","https://www.imdb.com/title/tt0167260/review/rw0977571/?ref_=tturv_656","Fantastic","","Helpful","•","2","3","r-hale","https://www.imdb.com/user/ur4393983/?ref_=tturv_usr_656_t","Dec 13, 2004","https://www.imdb.com/title/tt0167260/review/rw0977571/?ref_=tturv_perm_656","Technically brilliant...an amazing movie from start to finish. The extra scenes added in the extended version round this movie out and create a well-rounded and exceptional movie that should be enjoyable for all fans of the book and all moviegoers. The visual and computer-added effects are breathtaking and the seamless integration between live-action and blue-screen development is astounding. Weta has out-done itself in this, the third of the trilogy. Use of miniatures and 'big-atures' reach a new level of sophistication in the use of sets and creatures. The depictations of Minas Tirith & Orthanc are so realistic as to suspend disbelief in the audiences awareness of reality and encourages the belief in the 'history' of Middle Earth as to the 'fantasy'. The use of skilfully placed camera angles is flawless and heightens tension of the feature's atmosphere."
"","","https://www.imdb.com/title/tt0167260/review/rw0977484/?ref_=tturv_657","BREATHTAKING!","","Helpful","•","2","3","Debfearn","https://www.imdb.com/user/ur3432438/?ref_=tturv_usr_657_t","Dec 13, 2004","https://www.imdb.com/title/tt0167260/review/rw0977484/?ref_=tturv_perm_657","Wow. This film is incredible- being a huge LOTR fan I cannot describe the excitement when the lights went down in the cinema almost a year ago now. I love this film and watch it a lot on DVD. Sam [Sean Astin] is my favourite character. He shines through in the last one- he is just loyal,faithful and everything people should be today. Sean Astin is an amazing actor- he should have more credit.All the cast are amazing- Elijah Wood,Billy Boyd, Viggo Mortenson etc... there was no weak link whatsoever in this film- amazing!The ending brings me to tears every time- I have never cried so much at a film. Breathtaking.I can't wait to get the extended version- simply amazing. One of the greatest films of our time!"
"10","/10","https://www.imdb.com/title/tt0167260/review/rw0970263/?ref_=tturv_658","An answer to all those who did not understand!!!!!!!!!!","","Helpful","•","2","3","Madguitarmurphy","https://www.imdb.com/user/ur2031693/?ref_=tturv_usr_658_t","Nov 30, 2004","https://www.imdb.com/title/tt0167260/review/rw0970263/?ref_=tturv_perm_658","To all those who did not 'get' this film. I'm not going to preach to you about how wrong you are, your opinion is your opinion. I'll say this though, We who liked the film saw the same thing that we saw in the book, and that is pure escapism for a small amount of time into a place where things are right are wrong, where we see people and characters that we want to aspire to be like for there ideals and nobility, we see these things because well in these times we find them less and less in the real world around us. Is that just plain geeky? Well there are a whole lot of us out there.Are we all wrong? But hey thats just my interpretation."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw0962308/?ref_=tturv_659","The Great Epic of our Time","Spoiler","Helpful","•","2","3","MayorWilkins502","https://www.imdb.com/user/ur3716600/?ref_=tturv_usr_659_t","Nov 12, 2004","https://www.imdb.com/title/tt0167260/review/rw0962308/?ref_=tturv_perm_659",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw0958315/?ref_=tturv_660","A perfect ending","","Helpful","•","2","3","lasse-uk","https://www.imdb.com/user/ur3210690/?ref_=tturv_usr_660_t","Nov 7, 2004","https://www.imdb.com/title/tt0167260/review/rw0958315/?ref_=tturv_perm_660","Extraordinary, brilliant, thrilling, beautiful and masterful. Some of the words that sum up this film. The Return of the King completes what has become the greatest film trilogy of all time. True the Godfather Trilogy is outstanding too and the (original) Starwars Trilogy was sublime and the Matrix Trilogy was stellar but they all pale in comparison to this trilogy which has become modern classics after only one year and one can already begin to look forward to the day Peter Jackson makes The Hobbit.Well back to The Return of the King. This film is outstanding in so many ways it is hard to figure out where to begin. OK, the cast: They all play brilliantly though some better than others. I think Ian McKellen has been the most consistent of the actors in all the three films. He was without a doubt worthy of the Oscar he didn't for Gandalf the Grey and he was great as Gandalf the White but unfortunately the character of Gandalf isn't in the second for enough time to truly show his qualities. However, in the third film we get to see Gandalf the White much more than we did in the second film and Ian McKellen's performance (though not as good as in the first film) is sublime. He plays with experience and variety worthy of even the greatest actors. Also Andy Serkis, who plays Gollum, is pure genius. How he does the voice is beyond me and one kind of feels sorry for him that he didn't get his own real performance in the film. Viggo Mortensen plays well in this film as he did in the previous films but there isn't to much variety in his acting and I could imagine I would get tired of him if I had to look and listen to him for any more time than he is on the screen. Elijah Wood plays very well I'd even say better than in the first two films and his chemistry with Sean Astin is very good. Orlando Bloom doesn't say much in the film (fortunately) because he really is not a very good actor he just looks the part. John-Rhys Davies plays well in the third film as he did in the first two films and I was happy that they toned down on the dwarf jokes. Bernard Hill is also a very fine actor who plays his part and then dies when he has to. Dominic Monaghan and Billy Boyd play the characters who probably change the most during the films aside from Elijah Wood and they do so with humor and confidence witch makes them a joy to watch. The effects in the film are probably the best I've ever seen and I think they are so good that they will be valid for at least another 50 years. Especially the Gollum character continues to amaze me.All in all a brilliant ending to a brilliant saga."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw0957750/?ref_=tturv_661","the best film of all time. I have never see anything like this one.","","Helpful","•","2","3","lakshya2004","https://www.imdb.com/user/ur4087253/?ref_=tturv_usr_661_t","Nov 6, 2004","https://www.imdb.com/title/tt0167260/review/rw0957750/?ref_=tturv_perm_661","i have red the book 2 time and watch the movie over 50 time. i really love this film. First i didn't like any of the three but i don't know how it happened and i began to like this movie. Return of the king had been fill the trilogy as the best trilogy of all time. Return of the king have put Lord of the Rings on top of my top 10 movies of all time. Return of the king has excellent direction it put the Peter Jackson on top of his other films. Excellent visual effect better than Titance, Star Wars, and The Matrix. The writing is a masterpiece , it's hardly to adotpe the writing like this and the editing is mind-blowing.A brilliant aperformance; Liv Tyler and Miranda Otto give the one of the Best Supporting Actress performance of all time. Andy Serkies and Sean Astin give the best performance of year. Viggo Mortensen and Orlando Bloom give the best breakthrough performance. But i am disappoint about the one thing that they entirely cut the Saruman, the movie second villain behind the Gollum."
"","","https://www.imdb.com/title/tt0167260/review/rw0584561/?ref_=tturv_662","very cool sequel!","","Helpful","•","1","4","otisfirefly2001","https://www.imdb.com/user/ur3629136/?ref_=tturv_usr_662_t","Sep 18, 2004","https://www.imdb.com/title/tt0167260/review/rw0584561/?ref_=tturv_perm_662","possibly one of the greatest sequels I have seen. Next to The Two Towers of course. The visual effects are even more astounding this time around. Simply just picking up were effects in The Two Towers left off and building upon that.The final battle of the film, which takes up about more then a hour of the movie is still all together good when the battle comes around.Frodo's final downfall is done very well, not seeming too out-of-nowhere and odd. This was already shown in The Two Towers, only this time it has grown even more. Frodo finally Saying goodbye to Sam was a pretty well done scene, showing the terrible connection that Frodo now has to Gollum.The breaking off with Gandolf and Pippin was pretty nice too. Showing that Gandolf had to now protect Pippin for his habit of screwing up...Big time! This was also very apparent in The Fellowship of the Ring, when the Fellowship is in the cave and Pipppin knocks a skeleton down into a well.All around this movie is filled with fantastic acting, Spectacular special effects, awesome story which progresses very well all the way up into the end. Though the numerous endings do begin to get tedious. They still work.All in All, this is a great sequel. Almost superior to The Two Towers. Though I felt The Two Towers was superior to The Fellowship of The Ring. Just showing that Peter Jackson kept outdoing himself from film-to-film."
