star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,Reviews,main_review,helpful,not_helpful,ipc-link,ipc-link href,ipc-inline-list__item,ipc-link href 2,ipc-btn__text
10,/10,https://www.imdb.com/title/tt1375666/review/rw2373119/?ref_=tturv_1854,Wow!,"Let's try to keep this simple:The movie is one of the few blockbusters in the history of blockbusters that carries an engrossing story based on elements (dreams) as widely relevant to this many people and combines so many different themes (the movie could be interpreted as a love story just as much as it could be interpreted as an action flick). Add in slick execution and an ending that will leave you wondering for weeks after and you're left with a movie that isn't just the jack of all trades, but the KING.",1,4,tanyapapier,https://www.imdb.com/user/ur23649024/?ref_=tturv_usr_1854_t,"Jan 21, 2011",https://www.imdb.com/title/tt1375666/review/rw2373119/?ref_=tturv_perm_1854,
7,/10,https://www.imdb.com/title/tt1375666/review/rw2372800/?ref_=tturv_1855,"Another ""Linked In"" movie","Great movie. Getting ""linked in"" dream states which has its own flavor of reality/whats real and not real. Good idea but it borrowed ideas from other movies like The Matrix, Surrogates and probably others. I remember watching Strange Days 13 years ago and now we have all these movies which are using the idea of getting ""linking in"". Its cool and all but i wonder what the next one will be.I think it could have been crunched to 2hrs instead of 2.25hrs. There were many scenes that dragged and hopped around. But ya i understand the concept of the movie is highcore scifi and perhaps it had to be made that way for people to get whats going on. Its definitely one of those movies that keeps you engaged, intensely.",1,4,ryan-n,https://www.imdb.com/user/ur24810096/?ref_=tturv_usr_1855_t,"Jan 20, 2011",https://www.imdb.com/title/tt1375666/review/rw2372800/?ref_=tturv_perm_1855,
8,/10,https://www.imdb.com/title/tt1375666/review/rw2369321/?ref_=tturv_1856,"Good enjoyable movie, nothing more.",,3,2,tom-koppen,https://www.imdb.com/user/ur21038551/?ref_=tturv_usr_1856_t,"Jan 14, 2011",https://www.imdb.com/title/tt1375666/review/rw2369321/?ref_=tturv_perm_1856,Spoiler
9,/10,https://www.imdb.com/title/tt1375666/review/rw2366677/?ref_=tturv_1857,Incredible film,"Inception.. hooly hell, what a movie. I was crying with tears of laughter, or something like that. I couldn't keep my eyes off the screen for the entirety of the film -- or more like the last 1½ hours.Leonardo DiCaprio is great, and so are the other people in it. Marion Cotillard is beautiful, and that chick from Juno is super-sweet and funny. What can I say, I just finished watching it, and I'm simply awe-struck. I didn't like it at all in the beginning, was almost close to turning the whole thing off - luckily I didn't.Now I'm wondering if I'M real..I have nothing much to say, that's maybe a testament to the power of this film. If you haven't seen it, I recommend. You might not like it, or then love it.",0,5,Riku_Neto_88,https://www.imdb.com/user/ur3862006/?ref_=tturv_usr_1857_t,"Jan 9, 2011",https://www.imdb.com/title/tt1375666/review/rw2366677/?ref_=tturv_perm_1857,
,,https://www.imdb.com/title/tt1375666/review/rw2366191/?ref_=tturv_1858,Christopher Nolan creates a powerful world you may never want to leave.,"In Inception, Christopher Nolan (The Dark Knight, Memento), who directs and writes the film, asks the question, ""Are we living in a dream world or is it real? And which is more desirable?"" The viewer can answer for himself as Inception plunges him into both worlds. The arena of Inception, a system containing the wild creations of its dreamers, grows more vivid, thrilling and tangible as the movie unfolds.Leonardo DiCaprio plays Cobb, an expert extracter, someone who is able to enter the dream state of another in order to steal confidential information from their subconscious. He works mainly corporate espionage, until one of his targets, Saito (Ken Watanbe) hires him to do an inception. Instead of stealing another's ideas, he is to implant one.Cobb knows the power of ideas. In one of the opening scenes, he states that ideas are the most powerful invaders of humankind, impossible to forget and capable of growing. DiCaprio is utterly convincing as the master dreamer and leader, the one who has the power to guide the others through the maze of their dream states and get out safely. This is not an easy sell because Nolan is asking us to suspend our belief about how we comprehend reality.The dangers of inception are clear. There isn't just one level. To implant the idea, his team must go 3 levels down, to a dream within a dream within a dream, comprehending and dodging the obstacles of their target, Fischer, played by Cillian Murphy.Nolan visualizes this world powerfully. It becomes increasingly harder to distinguish the dream world from the waking world. People are in danger. Revolutionaries, security forces and armies hunt them down. Ellen Page as the architect, Ariadne, conjures up an entire cathedral-like structure on top of existing buildings through which she and Cobb roam freely, breaking the laws of physics. It's like an M.C. Escher drawing.Our willing suspension of belief is referred back to during the climactic scenes, where the team tries to guide Fisher through the deepest level of dream state so he can discover the implanted idea himself. Nolan cuts between Joseph Gordon-Levitt as Arthur, Cobb's right hand man and a sober, level headed influence, as he battles Fischer's security forces in zero gravity while the rest of the team squares off on snow-capped mountains dodging an avalanche while battling gun-toting adversaries. In ""real time"" the dreamers are packed in a van plunging off a bridge into slow motion.Cobb is tormented by a secret sorrow. He cannot prevent his wife from entering his dream states and destroying his plans. Ariadne acts as the outsider, the one who questions Cobb's obsession and tries to protect him and the group against it.The cast is uniformly excellent, with Tom Hardy playing Eames, the wise-cracking master of disguise and Dileep Rao as Yusuf, the chemist charged with jolting the team from their self-induced comas and driving the van plunging off the bridge. But Christopher Nolan is the master, creating enrapturing scenes that make you pause as you try to answer the question I posed at the start of this review.",0,5,CassandraSparkles,https://www.imdb.com/user/ur23450243/?ref_=tturv_usr_1858_t,"Jan 8, 2011",https://www.imdb.com/title/tt1375666/review/rw2366191/?ref_=tturv_perm_1858,
8,/10,https://www.imdb.com/title/tt1375666/review/rw2363903/?ref_=tturv_1859,"Over-hyped..yes, But No Doubt Well Made",,1,4,gigan-92,https://www.imdb.com/user/ur20916867/?ref_=tturv_usr_1859_t,"Jan 4, 2011",https://www.imdb.com/title/tt1375666/review/rw2363903/?ref_=tturv_perm_1859,Spoiler
10,/10,https://www.imdb.com/title/tt1375666/review/rw2362709/?ref_=tturv_1860,Where Do I Even Start?,"When I first saw the trailer for this film, I thought to myself that the film must have a magnificent storyline for this film to take off as the amazing CGI in the trailer just had no foundation - until I saw it.The storyline by Chris Nolan was amazing - you get really involved with the characters, and you think that you know just enough about dreams by the time they plan their inception strategy - therefore, if you're on the ball, you should be able to follow it, and be able to discuss it at length with your friends after the film ends.This film mixes together a huge range of cinematic delights - and it comes out beautifully. The casting was fantastic, and Leonardo DiCaprio has done very well to make it out of his Titanic fame...and grown into a very respectable actor with a huge CV to show for it. The CGI was mind- blowing, the famous clip from the trailer with the lifting of the city in the horizon fitted perfectly with the storyline - and with that same storyline in your head, and with the visual effects - you have no choice but to be blown away. The storyline is the third delight, well planned and prepared, and full of complexities and charm...it does very well to stand. Obviously, you could (if you wanted to) look into great depth about every scene...trying to make sure you know just what is going on at each stage...and that's what millions of people have been doing. Great work by Chris Nolan here - he's made a huge name for himself now...after The Dark Knight, Batman Begins, The Prestige and Memento - he's heightened the bar even higher with Inception.At nearly two and a half hours, you'd think the film would struggle to keep you captivated and involved in the story. You'd think that no one would be able to follow it all the way until the end - but then you watch it, and nearly everyone in the cinema is up to speed with you (you can feel it - the dead silence at the tense scenes), then there is a huge twist which you just didn't see coming, and you know everyone else in the cinema is thinking exactly the same as you...there is that dead silence again once the credits start to roll whilst everyone takes in what has just happened. THIS is what I think distinguishes a film from the rest - leaving the audience captivated even during the credits. This is a definite must see.",0,5,sparsons-7,https://www.imdb.com/user/ur21030633/?ref_=tturv_usr_1860_t,"Jan 2, 2011",https://www.imdb.com/title/tt1375666/review/rw2362709/?ref_=tturv_perm_1860,
8,/10,https://www.imdb.com/title/tt1375666/review/rw2360400/?ref_=tturv_1861,Leaves your mind spinning like a top,"The first time I saw a promotional spot for this movie my immediate reaction was that this had to be the stupidest looking thing I'd ever seen. But before the spot had finished I had done a complete 180 and was convinced that this was going to be a great movie. And sure enough it is. What was it that instantly changed my mind when seeing that first commercial? A seven-word phrase popped up on the screen. ""From the director of The Dark Knight"". Ah, this is a Christopher Nolan movie. Well then it's going to be great. Because Christopher Nolan makes great movies. Every single time.As he has shown in the past Nolan likes stories which are, shall we say, complicated. He seems to revel in making the viewer's head spin round and round. And with Inception he sets your head spinning more than ever. This plot is the most intricate puzzle Nolan has ever constructed. And that's saying something because this is a man who sure does like his puzzles. With this film Nolan takes you inside the human mind. Specifically inside dreams. And then there are dreams within dreams, levels upon levels. This could get out of hand in a hurry. It's OK to play with your audience but if you leave them utterly confused and baffled your movie is doomed to fail. With this film Nolan takes things right up to the edge but manges to hold it all together just well enough to allow the audience to keep track of what's going on. And for his characters to keep track too. Wait, whose subconscious are we going through exactly?A story this complex requires a great cast to make sense of it all. And Inception certainly has a great cast. The key role of dream thief Cobb is handled expertly by Leonardo DiCaprio. Cobb is really the only character who gets much in the way of character development. He's a bit of a tortured soul. And DiCaprio captures that wonderfully while also fulfilling what in this movie is an absolutely critical task, explaining what the heck is going on. This is a story which has to be explained to the audience in rather painstaking and exquisite detail in order for it to work. And that could certainly cause things to drag but DiCaprio keeps things moving along well enough as he gets through all the necessary exposition. Surrounding DiCaprio are a team of fine players. Marion Cotillard is particularly notable as it is her character who gives the film much of its emotional weight. Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Ellen Page and Cillian Murphy all turn in excellent work. And Michael Caine pops in too. It's a Christopher Nolan film, you knew Michael Caine would show up.Inception is a movie which asks a lot of its audience. You'd better be ready to do some serious thinking when you sit down to watch this one. If you're willing to play along this movie will suck you in like few others. It's such a great story, one that will keep you guessing all the way to the end. And that story is performed so wonderfully by the terrific cast. Toss in some beautiful cinematography, amazing visual effects and a wonderful musical score and you've got quite a package. That's not to say the movie's flawless. For as well as Nolan, aided largely by DiCaprio, works his way through it the movie does require a lot of effort to set itself up. So that leaves a lull here and there in the first half of the movie. But it's worth it when the movie kicks into high gear. There are times in the second half of the movie where the brilliant story is kind of shunted aside and this threatens to devolve into just another standard action movie. One particular wintry action sequence clearly goes on longer than it probably should, the film losing a little momentum just when it should be building to a big climax. And there are moments where no matter how closely you're paying attention it is a little difficult to keep everything exactly straight in your mind. But that will just make you want to go back and watch the film again. And again and again and again. You need to see it more than once and that's OK because you desperately want to see it again just as soon as you've finished watching it for the first time. For whatever little quibbles you may have with it the film is that good. Nolan did it again.",0,5,hall895,https://www.imdb.com/user/ur0915482/?ref_=tturv_usr_1861_t,"Dec 29, 2010",https://www.imdb.com/title/tt1375666/review/rw2360400/?ref_=tturv_perm_1861,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2360112/?ref_=tturv_1862,The Most Original and Entertaining Movie In a Long Time.,"Cobb, an operative trained in the art of manipulating the dreamland, is hired for a particularly difficult job involving Inception, implanting an idea into someone's mind, which many believe to be impossible.When I first saw Inception I looked at it all wrong. I was focusing on the all of it's flaws while ignoring all of it's many gifts. Yes, many of the ideas in Inception don't make strict logical sense and some of the characters we've seen before but it doesn't matter. Some movies if you just check logic at the door you are in for the ride of the your life and this is one of the those movies.The concept of infiltrating the dreamland and stealing information like some of sort of demented bank job is such a great idea with so many cinematic implications that it's a crime to just disregard it because is ""doesn't make sense."" Movies are meant to tell you an amazing story and let you escape the world for a while and Inception has that in spades. No other director is currently pushes the bounds of film like Christopher Nolan. He is a true visionary and I think many people are quick to discard him and say he is overrated. Whether you think he is overrated or not; he is consistently created original movie concepts and that's a very hard thing to do these days. Nolan also refused to shoot Inception in 3D as well; which I admire because that has quickly become Hollywood's go to big bucks gimmick.In Inception, Nolan creates not only some of the best action scenes in recent history but some of the best all time. The way Nolan is able to weave a dream within a dream within a dream into a coherent scene is truly a wonder. It's mental Olympics just to keep up with all these narrative strands at one time but it's also a blast trying to solve this mind puzzle that flies at you at 100 miles per hour.Inception isn't just strictly meaningless fun however. Inception deals deeply with memories and dreams and specifically how they can affect and warp the mind. The idea of functioning in a word where bad memories can come back to haunt you in a physical form is at once cinematic excellence and a Freudian psychological study.Inception is not only the best movie of 2010 but a cinematic adventure to rival Raiders of the Lost Ark. If Inception is a dream...I don't want to wake up.",0,5,JB1865,https://www.imdb.com/user/ur20878175/?ref_=tturv_usr_1862_t,"Dec 28, 2010",https://www.imdb.com/title/tt1375666/review/rw2360112/?ref_=tturv_perm_1862,
9,/10,https://www.imdb.com/title/tt1375666/review/rw2360050/?ref_=tturv_1863,Only in Dreams.,"Ever since he spun the ""Batman"" franchise on its head half a decade ago, there's been an increasingly significant level of quality expected from writer/director Christopher Nolan. If his latest creation is any indication, Nolan sure knows how to execute a brilliant idea even when under the most intense of pressure. His latest affair, the mind-bending ""Inception,"" stars Leonardo DiCaprio as a thief who extracts thoughts and ideas from people by entering their dreams. When a job goes wrong, he is offered a chance at redemption. This time he has to introduce an idea into the mind of a subject rather than steal it away. It's an easy enough task, right? Wrong. As he soon finds out, plunging into the depths of uncharted waters is especially tricky when carrying your own personal baggage. To quote Arnold Schwarzenegger in ""Total Recall"": ""It's the best mind**** yet!"" ""Inception"" boasts an impressive cast. DiCaprio aside, we are treated to some of the finest young talent Hollywood has to offer by way of Ellen Page, Cilian Murphy and Joseph Gordon-Levitt. The actors – while excellent in their roles – are but a pawn in Nolan's game. Fact of the matter is he could have cast a group of no-names and the film would still be as great as it is. The true star of the film is not only the insanely well-crafted script which will have you second-guessing yourself at every turn, but the stunning visuals that accompany it. Watching this movie is like stepping into an alternate universe where anything you could imagine is possible. Nolan asks us to suspend disbelief as we follow the film's characters through layers of dreams. Because the script is water-tight and the visuals so flawless, we are fooled easily enough. Like children, we believe whole-heartedly in what we see unfold before us even if we aren't quite sure of how it all works.While Nolan has had a pretty consistent track-record thus far, it still comes as a shock that ""Inception"" is as good as it is. The term is thrown around loosely all too often, but the film is a heavy contender for best film of the year. More than that, though, this is Nolan's masterpiece. The director's perfectionist streak shows through in a film that truly has no flaws. It may take a few viewings to completely wrap your head around, but there is not an inch of celluloid wasted. There is not a line uttered without importance and not a special effect that looks artificial. To step into the world of ""Inception"" is to step into another dimension where films can still be magical and blow the minds of even the most jaded of movie-goers. A dream come true indeed.Oh, and was I the only one expecting to hear Tom Petty's ""Free Fallin'"" during the scenes where the van falls off the bridge? I hope not.",0,5,Minus_The_Beer,https://www.imdb.com/user/ur12814660/?ref_=tturv_usr_1863_t,"Dec 28, 2010",https://www.imdb.com/title/tt1375666/review/rw2360050/?ref_=tturv_perm_1863,
9,/10,https://www.imdb.com/title/tt1375666/review/rw2356341/?ref_=tturv_1864,Dream with in a dream,,0,5,kushalashok,https://www.imdb.com/user/ur23208665/?ref_=tturv_usr_1864_t,"Dec 21, 2010",https://www.imdb.com/title/tt1375666/review/rw2356341/?ref_=tturv_perm_1864,Spoiler
7,/10,https://www.imdb.com/title/tt1375666/review/rw2355810/?ref_=tturv_1865,07-Oct,"I was skeptical about watching this film as a lot of people had mentioned that it was completely convoluted and impossible to follow.I found it was well laid out and above all and maybe its best quality - it made you think. It developed and unfolded in it's own due course.Leo pulls out another fantastic film. The acting was superb by all. I was most surprised by JGL. From spoof films like 10 Things, to major action blockbusters, he held his own very well.It certainly had me on the edge of my seat to the very end and I loved how it keeps you guessing at the end.High marks!",3,2,athenslovesme,https://www.imdb.com/user/ur24234363/?ref_=tturv_usr_1865_t,"Dec 20, 2010",https://www.imdb.com/title/tt1375666/review/rw2355810/?ref_=tturv_perm_1865,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2355184/?ref_=tturv_1866,"A masterpiece, no question",,0,5,Rick_Terminal,https://www.imdb.com/user/ur1995448/?ref_=tturv_usr_1866_t,"Dec 18, 2010",https://www.imdb.com/title/tt1375666/review/rw2355184/?ref_=tturv_perm_1866,Spoiler
8,/10,https://www.imdb.com/title/tt1375666/review/rw2354834/?ref_=tturv_1867,Visionary - but not quite Great. A victim of Anticipation rather than Inception.,"Big business has always used any technique to gain an edge on the competition, Dom Cobb (Leo DiCaprio) is essentially a dream-thief, breaking into people's subconscious to extract their thoughts and ideas. He and right-hand man Arthur are hired by a Japanese businessman Saito (Ken Watanabe) to take things a step further, instead of extracting an idea he is asked to plant an idea in the mind of Robert Fischer Jr, the son of powerful businessman Fischer Sr, who lies on his deathbed.This process is unsurprisingly called Inception.The plan is to try to convince Fischer Jr that he wants to dismantle the massive conglomerate built by his father by planting the seed in his dreams. This should enable greater competition and opportunity for competing businesses.(After this is explained it is never spoken of again, not even why it is so important or the implications of such a move.) So Cobb puts together a team of dream experts including the undercover man Eames (Tom Hardy), the sedation expert Yusuf (Dileep Rao) and the ""architect"" Ariadne (Ellen Page). Ariadne is hired upon a recommendation by Dom's father (Michael Caine) himself a pioneer in exploring the subconscious.Dom tells Ariadne everything he knows and is surprised when she picks up techniques and skills very swiftly, Ariadne learns that Dom was once the best in the biz, but now is unwilling to create dreamworlds himself for reasons involving his ex-wife Mal.The subject of any Inception must remain asleep for the process to work, in the case of this particular job it is decided that he must remain in a deep sleep, therefore they plot a scheme to perform the job on a long distance international flight where they have the time and access to complete the task. The fact that a multi-millionaire like Fischer travels unescorted and not on a private plane is never brought up The elaborate scheme is planned to take place over three levels of imagination, the deeper into the mind that they go the slower time moves, leading to a crescendo where everyone on the three levels must complete their tasks before pre-designed triggers wake them all up so that they might exit the process safely, only they are all moving at different speeds and in another wrinkle dealing with varying degrees of gravity.A by-product of this is the fact that the visual deadline is established about half way through the film: the spoiler-free version has a van driving off a bridge into the water below, only the van takes at least an hour to hit the water! Each time we revisit the damn van it seems closer than ever, but we can see it still has a ways to go.Once inside the mind Cobb informs the team of the unique problems pertaining to this particular job, in normal circumstances if someone is killed in a dream that person wakes up unharmed, only this time the depth of the slumber means that the dream-dead will be unable to simply wake up, and their mind will float in limbo for decades unless it is saved by someone else. Also any pain or injury to the dream crashers (a more ""Hollywood"" name for the film by the way, The Dream Crashers!) results in mental distress and anguish, and ultimately brain damage.Good thing he told them that after they were in right! This becomes especially important if they are noticed by other characters roaming through the subconscious of Fischer, as anything unexpected or too different is set upon viciously by armed soldiers determined to wipe out the insurgents.So for at least 90 minutes in the film Cobb and his team must perform their hugely intricate tasks across many level in Fischer's mind, while ensuring he remains unaware of the nature of their ""visit"" and open to their presence.********************************************************* The fact that a large portion of Inception takes place in the mind opens up some huge visual possibilities, we've all seen the previews with massive buildings and streetscapes appearing to envelop each other, the odd thing is the seemingly straightforward nature of the dreams If Inception took place in my feeble mind Dom and co would be having to ward of millions of naked Salma's hellbent on getting to me to lavish me with attention. Hey it's my dream! Inception has some impressive set pieces and remarkable imagery, but it lacks humour, heart and energy. Bar Tom Hardy's Eames there is nary a joke or smile to be seen through the 2 ½ hours, like the task before them the film is technically excellent but a little robotic - that doesn't mean bad - just dry and lacking in improvisation, passion or spark.We shouldn't be surprised I guess, we should just be grateful that there is even a guy like Christopher Nolan out there willing to try to come up with original material rather than just exploiting the same old tired genre pieces and cannibalising the work of others.Inception isn't the great work that many convinced themselves it would be for months before release, but it is a very good one. In this case though perhaps the populace allowed themselves to have the perception of Greatness lodged in their brains without any proof.This is not called Inception though, this is simply the power of Anticipation.Final Rating – 8 / 10. Breathtaking visuals and a labyrinthine plot introducing entirely new concepts to cinema are an indication of great creativity, but in this case not quite true Greatness.",2,3,oneguyrambling,https://www.imdb.com/user/ur4217184/?ref_=tturv_usr_1867_t,"Dec 17, 2010",https://www.imdb.com/title/tt1375666/review/rw2354834/?ref_=tturv_perm_1867,
7,/10,https://www.imdb.com/title/tt1375666/review/rw2354502/?ref_=tturv_1868,"Good, but not *that* good.","I rarely write reviews here because I think that in general there are a bunch of people out there doing a very good job and I am not sure I have something to add. So I was amazed when I started reading the reviews for ""Inception"". Comparing Nolan with Stanley Kubrick, Andrei Tarkovsky and Alfred Hitchcock? C'mon! And a solid stream of 10/10s for a movie that is admittedly very innovative, but misses the mark in several key places? What? Then I changed the sorting to ""prolific reviewers"" and then I saw it. People who watch and review a lot of films have a much more nuanced and diverse set of views about this film, which is what you would expect for a movie that genuinely tried to do something different. Obviously the marketing budget for this film extended to a big effort to pervert the integrity of IMDb.And my view on the film? Acting - great! CGI and general cinematography - excellent. Soundscape - better than average. General ability of a thriller's storyline to create and build tension and then release it quickly at the end - tick! Where this movie failed for me is in the storyline. Nolan should have spent another ten years on this one, because it fails to work on many, many levels. For a start, I didn't recognise many of the real qualities of dreams in the dream sequences. Not convincing from that point of view. Second, there are holes in the plot line you could drive a truck through, and for this kind of film I expect the storyline to be very, very tight and stand up to multiple viewings.This film is a worthy offering in the line of ""Memento"" and ""Mulholland Drive"", but Nolan didn't quite pull this one off and it cannot be rated in the same class as those two movies.For heaven's sake don't let this review stop you from watching this film. 7/10 from me means that it is definitely worth paying real money to go and see, and it is one of the better movies of 2010, make no mistake about that. It's also a thriller that keeps you thinking throughout, and that is uncommon in a summer blockbuster.",3,2,miw-3,https://www.imdb.com/user/ur0809257/?ref_=tturv_usr_1868_t,"Dec 17, 2010",https://www.imdb.com/title/tt1375666/review/rw2354502/?ref_=tturv_perm_1868,
,,https://www.imdb.com/title/tt1375666/review/rw2352040/?ref_=tturv_1869,Nolan misses the mark.,,3,2,countvonbarron,https://www.imdb.com/user/ur1063283/?ref_=tturv_usr_1869_t,"Dec 12, 2010",https://www.imdb.com/title/tt1375666/review/rw2352040/?ref_=tturv_perm_1869,Spoiler
9,/10,https://www.imdb.com/title/tt1375666/review/rw2351743/?ref_=tturv_1870,"Very Good, but too long","Cobb (DiCaprio) is an Extractor, who steals industrial secrets by getting into a person's dreams and getting what he needs. But, Mr. Saito (Watanabe) hires Cobb and wants him to implant (called inception) a notion in Fischer's (Murphy) dream to have him break up his late father's company or the whole world will be held hostage to the monopoly. Watching Inception is like looking at a Picasso painting. You are not sure what you are seeing. You see some things you like, some you don't, and much (if not all) you don't understand. But, you keep looking to see if it makes sense to you. I'll leave it there. There is a lot of gobbley-gook explanations psychiatrists would salivate at. There are dreams, dreams within dreams, and dreams within deeper levels of dreams within dreams. See? Once you get by the gobbley-gook explanations you sit and watch the movie like you watched an old Mission Impossible TV show back in the day. You are mesmerized. You watch wires being strung, explosive charges placed, monitors placed, needles injected, lies and other rationalizations being told. See, just like an old Mission Impossible TV show, except there are also tons of gunfire and car chases which MI didn't have much of. But, the CGI and other special effects are simply fantastic and yes, these things are perhaps things you might see in dreams because – as you well know- many things are possible in dreams where the illogical become logical. Hey, this is a dream. Anything is possible. Things that don't make sense in the real world become real within a dream and they make sense. Perfectly logical. See?The actors become intense and so do you and you are fully engaged now once the dreams within dreams start. All is good except for one thing: the movie is too long and you are looking for the end game. If they had cut 40-minutes out, this would have been more enjoyable. But, too much shooting etc takes its toll, and, this hurts any Best Picture Oscar nomination in my view. There is no denying that Leonardo DiCaprio raises the performances of everyone around him and this is blatantly obvious and that's a good thing. One day Hollywood will see that he and Matt Damon (not in this movie) are Oscar worthy actors. One day. After seeing this, I know 3-things: (1) If you saw this in a movie theater, you may be encouraged to take out the DVD and watch it again fast-forwarding thru the too many shootings, car chases and explosions. And, (2) When you next see a Picasso painting you may be reminded of this movie. And, (3) You are going to try to control what you do in your dreams. Good luck with that. Violence: Yes. Sex: No. Nudity: No. Language: Yes, just JCs and GDIs. No F-bombs.",0,5,bob-rutzel-1,https://www.imdb.com/user/ur15857362/?ref_=tturv_usr_1870_t,"Dec 12, 2010",https://www.imdb.com/title/tt1375666/review/rw2351743/?ref_=tturv_perm_1870,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2349885/?ref_=tturv_1871,"""I'll let you be in my dreams if I can be in yours.""  Bob Dylan","""Take, if you must, this little bag of dreams, Unloose the cord, and they will wrap you round."" William Butler Yates ""Ha, bloody ha!"" Viewing this movie left me with wobbly legs, barely able to walk the first few steps towards the door. My hands were shaking and my head ached. What a rush! I haven't had this reaction since ""Black Hawk Down"". Christopher Nolan has artfully taken the images of our subconscious nocturnal ruminations and used them as priceless fodder for his ""Inception."" Not only was I completely drawn in within the first few minutes, I felt involved. The notion of dreaming 'in conference"", as well as in layers is interesting and intelligent, but there are myriads of such ideas bouncing around in the heads of creative sorts all over the place. The fact the Nolan was able to gather the group of actors that he did and then pull it off is extremely impressive. DiCaprio as Cobb the retired 'architect' was, as usual, solid and dependable. Even more, his haunted affect in respect to his relationship with his wife, was chilling. Ellen Page, Ariadne, becomes to Cobb a sort of 'good angel' on one shoulder to Marion Cotillard's (Cobb's wife), bad angel on the other. The insinuations of ambiguity between reality and dream become a frightening proposition for Cobb, and for those of us who witness. As supporting cast, Tom Hardy, Ken Watenabe and Joseph Gordon-Levitt were icing on the cake, powerful and proficient in their parts. What a surprise to see Gordon-Levitt used as muscle! CGI was mind-bendingly claustrophobic in some scenes and eye candy for the ADHD advantaged in others! I'm far too ignorant about such things to comment beyond that. There have been some criticisms regarding character development and confusion regarding the role of Kobel Engineering in the dream sequences. As far as character development in concerned, when chaos abounds, there is not much time to exchange personal information or go fishing. This was an intense experience that I believe would have suffered from too much exposition. As to Kobel Engineering, I believe they were in Cobb's surreality, as was Mal. ""Inception"" was the movie of 2010 for me. I plan to watch it at least a couple more times in order to cull the marvelous minutia right out of it.",1,4,zaenkney,https://www.imdb.com/user/ur16332899/?ref_=tturv_usr_1871_t,"Dec 7, 2010",https://www.imdb.com/title/tt1375666/review/rw2349885/?ref_=tturv_perm_1871,
9,/10,https://www.imdb.com/title/tt1375666/review/rw2349368/?ref_=tturv_1872,We All Should Have Seen This Coming,"All it takes is a viewing of the cult classic Memento to see the Christopher Nolan is a genius auteur. What James Cameron is to visual effects, Christopher Nolan is to storytelling. One can only imagine what Batman 3 will bring us. One thing is for sure, Nolan has set the bar so high that, for him to beat expectations would undoubtedly solidify his name as one of the greatest directors in history.In Inception, the characters are unique, troubled, three dimensional, mysterious, and engaging. Nolan has a knack for casting top actors in commercially viable movies (a rarity these days as studios commonly cast a cheap actor or model with a pretty face to partake in an action tent pole extravaganza with one distracting explosion after another. Somehow, Nolan is able to successfully navigate the tent pole system in, one might argue, the exact opposite execution of one Michael Bay.",0,5,rsaelli,https://www.imdb.com/user/ur22993876/?ref_=tturv_usr_1872_t,"Dec 6, 2010",https://www.imdb.com/title/tt1375666/review/rw2349368/?ref_=tturv_perm_1872,
10,/10,https://www.imdb.com/title/tt1375666/review/rw2348613/?ref_=tturv_1873,"Vision,Dreams & just Nolan","Inception,let us take a leap of faith.Well,People have already taken a leap of faith in Christopher Nolan since the beginning of his era stretching from Memento to The Dark Knight.But this is different.You delve into dreams and then hang on between worlds of realism or just a dream.Christopher Nolan has the absolute best ideas of all the movie writers.Apart from his directing,which is exemplary,the writing script stands out.Just the concept and to make us believe it is possible is just truly remarkable.The casting starting from Leonardo was brilliant.His acts are always regarded as superb.And Mr Cobb in Inception is at the top for me.Joseph Gordon-Levitt & Ellen Page are great too.Ken Watanabe is a fabulous man to have in your movie as he justifies each and every role given to him.He is a great actor.So is Cillian Murphy for his role.Just so calm and compose in this act where as his previous movie roles were being aggressive and cunning.He is a diversified actor.I don't want to forget Marion Cotillard after her role of Mal and just to have Tom Berenger in the movie is an honor.The movie draws attention on basic idea extraction from dreams.A vision appears to the audiences as Cobb & crew delve into numerous dreams.When we see gravity shifts and Limbo drops audiences will always get a kick of their own that Christopher Nolan is brilliant.Camera-work is sensational,Directing is again superb,Screenplay is everlasting.And music by Hans Zimmer is as perfect as a Dream Creation itself.The conclusion for this movie stands out as one of the rarest & visionary movies to have come along.Justifies its #4th position in the top 250.This is not great,this is just grand.Vision is for the Oscars,Dreams are for the audiences and Nolan is just Nolan.Simply Brilliant.People might think now,after such successes of movies from Nolan.Can't we call Perfect as the new adjective,that we know now,none other than Nolan.",1,4,hemant_balz,https://www.imdb.com/user/ur18407045/?ref_=tturv_usr_1873_t,"Dec 5, 2010",https://www.imdb.com/title/tt1375666/review/rw2348613/?ref_=tturv_perm_1873,
