"ipc-rating-star--rating","ipc-rating-star--maxRating","ipc-title-link-wrapper href","ipc-title__text","ipc-html-content-inner-div","ipc-voting__label__text","ipc-voting__dot-separator","ipc-voting__label__count","ipc-voting__label__count 2","ipc-link","ipc-link href","ipc-inline-list__item","ipc-link href 2"
"6","/10","https://www.imdb.com/title/tt0167261/review/rw0585415/?ref_=tturv_266","Almost fell asleep","My wife did, and she was the one who dragged me to this thing against my wishes. Ok, I'm admittedly not a fantasy fan, and I'm probably the only person back in my high school in the 70's that didn't have any desire to read the novels, and still haven't to this day. With that said, the special effects were brilliant, and the cinematography superior. But for the life of me, I cannot understand the affection for the main Hobbit characters, they're boring, boring and more boring. The only thing I found entertaining besides the effects was Smeagol, or whatever its name is, that thing stole the show. I was also forced to see the first movie, and I thought that one would never end. Ditto for this one. Can hardly wait for the next one in a couple of years. Then again, I'm still waiting for a sequel to Killer Clowns from Outer Space.","Helpful","•","3","2","mfarmer1","https://www.imdb.com/user/ur1298789/?ref_=tturv_usr_266_t","Dec 23, 2002","https://www.imdb.com/title/tt0167261/review/rw0585415/?ref_=tturv_perm_266"
"8","/10","https://www.imdb.com/title/tt0167261/review/rw8531918/?ref_=tturv_267","Number two with two (towers)","Peter Jackson and his mission - well not his mission, but the mission of our Fellowship (well you get the picture and no pun intended). This is part two and it holds up pretty well to say the least. The movie has the New Zealand landscapes and tries to put as much of the book into the movie as possible.I never read the books, I did try to read the Hobbit before the movies came out ... which I failed to do - but the movies are really well done. Yes Peter got money, but the work he did for it ... not sure if he has health issues because of all the planning and work he had to do for the Tolkien universe he created ... but he did a really good job to say the least.This begins where the first movie left off - and the group will have more adventures, but also has to go different paths - to cover more ground (no pun intended), but also have different stories and people to meet. In the extended edition I watched (actually rewatched because I had seen the theatrical and the longer cut back in the day), you can see even more stuff - and new characters ... well new in the sense that in some cases you get a character that otherwise only pops up in the third movie. But the whole thing makes more sense that way.If you listen to the old commentaries (which are fun and plenty), they do talk about DVDs - if you are baffled: they are discs that look like Blu Rays or 4K discs ... but had way less capacity on them ... also a weaker overall image and sound. But while that part may not have aged well - the movie itself has aged well - it really looks good to say the least. And if you are into Fantasy movies ... well the only thing that remains to be answered: you want to read the books first if you haven't or dive into this? Of course then there is also the new Prime show - which I will dive into sometime in the future.","Helpful","•","3","1","kosmasp","https://www.imdb.com/user/ur5876717/?ref_=tturv_usr_267_t","Sep 10, 2022","https://www.imdb.com/title/tt0167261/review/rw8531918/?ref_=tturv_perm_267"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw7322620/?ref_=tturv_268","Masterpiece","""It's like in the great stories, Mr. Frodo. The ones that really mattered. Full of darkness and danger they were. And sometimes you didn't want to know the end... Because how could the end be happy? How could the world go back to the way it was when so much bad had happened? But in the end, it's only a passing thing... This shadow. Even darkness must pass.""","Helpful","•","2","2","seruh4tsu","https://www.imdb.com/user/ur120313499/?ref_=tturv_usr_268_t","Sep 8, 2021","https://www.imdb.com/title/tt0167261/review/rw7322620/?ref_=tturv_perm_268"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw4261110/?ref_=tturv_269","The Best of the Three","","Helpful","•","4","0","junk-78748","https://www.imdb.com/user/ur89973379/?ref_=tturv_usr_269_t","Jul 31, 2018","https://www.imdb.com/title/tt0167261/review/rw4261110/?ref_=tturv_perm_269"
"2","/10","https://www.imdb.com/title/tt0167261/review/rw4021882/?ref_=tturv_270","Walking","A movie about walking? What a waste of time! This movie run time is just to long for me plus im only posting this review to clear my things to do on IMDb. So i looked for a movie i really dislike to bash it. The Lord of the rings series suck!","Helpful","•","0","4","element-30764","https://www.imdb.com/user/ur83965927/?ref_=tturv_usr_270_t","Jan 3, 2018","https://www.imdb.com/title/tt0167261/review/rw4021882/?ref_=tturv_perm_270"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw2993017/?ref_=tturv_271","LOTR TTT Review","In The Fellowship of the Ring, the film saga of the Lord of the Rings was kicked-off in an endearing and faithful way. It meticulously established the groundwork for a cast of iconic heroes, settings with palpable folklore, and a grand journey that would stagger the imagination. The adventure continues in The Two Towers, with all the same flair and attention to detail that was established before. Only now, it's a return to familiar territory, and the film uses every opportunity to expand the narrative and present an even stronger fantasy experience.Picking up where the first film let off, The Two Towers wastes no time in tracking each character's tangent and showing what happens next. The film's opening, showing Gandalf confronting the monstrous Balrog, is an awe-inspiring sight as it is. Then we continue to follow Frodo and Sam on their quest to Mordor, and it is touch-and-go for them as they evade enemy forces and consort with the villainous Gollum. At the same time, the film tracks Aragorn, Legolas, and Gimli as they trek into Rohan, to inevitably confront the threat of orc invasion head-on. All these plot threads build up to a magnificent climax, including the Battle of Helm's Deep (a lengthy and awesome siege), the marching of the Ents (an imaginative and inspiring sequence), and the skirmishes of Osgiliath (providing the emotional climax to accentuate the action). It is a consistently engaging film with plenty of awesome spectacle.The story branches off into multiple directions with quite a lot of characters. You'd think it would be hard to keep track of everything (a complaint that made Cloud Atlas so inaccessible to audiences), but this film somehow manages to juggle everything perfectly, giving each tangent just enough time so that it never fades far from memory. It's easy to keep track of the characters and their movements across Middle-Earth, even with the addition of new characters, taut political drama, and even more folklore thrown in. The characters remain as endearing as ever, and the plot is manipulated with expert precision. Tolkein purists may be quick to point out the changes from the source material, which become more numerous in this film than in its predecessor, but the basics of the story remain intact. Most changes are made to accommodate the story's events across the three films in the most presentable way. While the film continues to utilize the classic epic-journey plot structure, it digs up some relevant themes concerning war, industrialization, and courage throughout.As before, the film is crafted expertly, with excellent photography and editing. Acting continues to impress from the whole cast; Ian McKellen, Viggo Mortensen, Elijah Wood, Sean Austin, Dominic Monaghan, Billy Boyd, Orlando Bloom, John Rhyes-Davies, Hugo Weaving, Christopher Lee, Liv Tyler, and Cate Blanchett all continue to inhabit their characters aptly. Andy Serkis steals the spotlight, while Karl Urban, David Wenham, Brad Dourif, Bernard Hill, and Miranda Otto offer welcome additions to the cast. The writing is great. Locales are beautiful. This production continues to use top-notch sets, props, costumes, and special effects. Howard Shore's music score is still impressively magnificent.The Two Towers is a thrilling continuation of the events laid forth in The Fellowship of the Ring, and it builds up to one impressive climax. It's still a great story told with great style, and with good attention to depth and detail. As strong of an experience as it is, it's still only building up to an even grander experience...The Extended Cut of this film includes about 45 minutes of new scenes. Some of it includes extended action and battle scenes, which are cool. There's also a great flashback scene involving Faramir and Boromir. There are also a bunch of really neat smaller scenes, many of which adapt specific scenes from the book, or offer more to the characters. It is a really cool cut of the movie that's well worth seeing.5/5 (Entertainment: Perfect <> Story: Perfect <> Film: Perfect)","Helpful","•","4","0","Al_The_Strange","https://www.imdb.com/user/ur24364152/?ref_=tturv_usr_271_t","Apr 5, 2014","https://www.imdb.com/title/tt0167261/review/rw2993017/?ref_=tturv_perm_271"
"7","/10","https://www.imdb.com/title/tt0167261/review/rw2717712/?ref_=tturv_272","This Does Not Improve With Each Sequel, The Second One Could Have Been Better","This somehow did not work for me. If this was supposed to be serious, it was verging on the ridiculous. I could excuse the first one for a little low-brow humour considering it didn't get right into the journey at first, but it was too overdone to at least lighten the mood in a serious context. It also had massive pacing issues, as it either brought everything to a standstill or hurried everything on, and it's suddenly strange how they stray off and bring to your attention scenes of no point whatsoever.On the positive side, the acting wasn't affected too much. The scenes with either Legolas, Aragorn or Frodo were beautifully done, so I have come to terms with the fact that the acting can still be good even when the pacing isn't. Despite that, they should have taken a few of the characters out, because they were kind of pointless. I liked Gollum (or Sméagol), but I think he was just there for the crazy factor. Overall, it was good, but was not as good as the first one. This could definitely have been better. Maybe they should just have done two films if there was going to be such a big gap in the middle.","Helpful","•","3","1","amelbourne95-43-3421","https://www.imdb.com/user/ur28556698/?ref_=tturv_usr_272_t","Dec 10, 2012","https://www.imdb.com/title/tt0167261/review/rw2717712/?ref_=tturv_perm_272"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw1440382/?ref_=tturv_273","Best of 3!","Having followed the entire production from green-light, I was entirely pleased with Fellowship of the Ring and Return of the King. However, I did prefer the extended versions on DVD, with the voice-over commentaries and all. The shorter theatrical version of THE TWO TOWERS holds a very special place as perhaps the most exciting film ever made. True, it is not 100% accurate to the novel. It stands on its own. Theoden's speeches, the lighting used, the great Warg battle, and of course Gollum working as well as he did all contributed to an eminently satisfying experience. Every actor has taken their role and made it completely their own. The spectacular sets, particularly those of Isengard, blend so well with the natural beauty of New Zealand to provide both eye candy and attention to the fine details of model-making. The dramatic changes of scene to the approach to Mordor are dynamic. And Brad Dourif gives yet another creepy performance, being one of the finest living actors who has carved out his own niche. Perhaps this is a bit violent for younger children, but once they turn ten or so they will likely eat this up with a spoon. Never does the gore overwhelm, nor do the spectacular effects dominate the intricate story. Great stuff!","Helpful","•","2","2","Miqque","https://www.imdb.com/user/ur0373145/?ref_=tturv_usr_273_t","Aug 6, 2006","https://www.imdb.com/title/tt0167261/review/rw1440382/?ref_=tturv_perm_273"
"7","/10","https://www.imdb.com/title/tt0167261/review/rw1298413/?ref_=tturv_274","Better, but not Great","Like I said about the first movie the effects are amazing, direction great, and the writing and acting got better. Yet the film is still over rated!! I don't feel like writing much so this is a short review. I have never read the books so maybe I need too, to like the movie better. Liv Tyler got more screen time this time so it was great.The only interesting character was Golum. He symbolized the external battle for good and evil through an internal struggle.The dialogue in this movie offered nothing. It was mostly about one group's plans, followed by the enemies plans.Well. I don't want to think much more about this movie.The fighting scenes and animation were cool. This definitely doesn't stand as a 3 hour film on its own. This film is not as good as Return of the king (I gave it a 8/10), but it is good, yet still overrated. So my final score is...7/10","Helpful","•","0","4","wolfee37","https://www.imdb.com/user/ur2960903/?ref_=tturv_usr_274_t","Feb 22, 2006","https://www.imdb.com/title/tt0167261/review/rw1298413/?ref_=tturv_perm_274"
"","","https://www.imdb.com/title/tt0167261/review/rw1154585/?ref_=tturv_275","why?","i truly hated this movie, not because of the bad acting or story or writing. i was just plain bored. i have never read the book and i never intend to. a lot of people i know have loved the movie and call it their favorite. i don't know why at all. i fell asleep for 5 minutes before my friend next to me woke me up. i told him if he finds me asleep again, never wake me up.maybe the books are good, i don't know. for example, i really liked the HArry Potter movies and the books. Harry POtter had a story, and perfect actors and actresses. it was great for all children, but maybe not younger ones because of some of the gross scenes. that set will have 7 different stories leading to one thing. this, LOTR, has only one focus, and that is the exact same thin, destroy the ring. in all 3 movies, it is the same and gets boring.well, anyways, it sucked. i have never seen the 3rd one, i don't think, maybe i tried to forget it and succeeded. I'm thankful for that. in short, don't see this. it sucks.","Helpful","•","0","4","kushball2468","https://www.imdb.com/user/ur2848302/?ref_=tturv_usr_275_t","Aug 20, 2005","https://www.imdb.com/title/tt0167261/review/rw1154585/?ref_=tturv_perm_275"
"8","/10","https://www.imdb.com/title/tt0167261/review/rw1146739/?ref_=tturv_276","Good but not the best","Peter Jacksons' first major task was to make Lord of the Rings into one film. ""Impossible"", Peter Jackson said, there was no way he could fit all the information into one film. But one of the producers in New Line Cinema said why not make three films because there is three books. It was exactly what the crew making the film wanted to hear. So then the scripts were re-writ to fit three films. After the theatrical release, director Peter Jackson wanted to create an extended version for each film. This was because Peter Jackson wanted to capture it for posterity.The Lord of the Rings was a cinematic masterpiece, the greatest book of the 20th Century was made into the greatest film trilogy of the 21st Century.""The Lord of the Rings: The Two Towers was probably the hardest to adapt,"" admitted director Peter Jackson. It was also the longest and most frustrating experience of Peter Jacksons directing career. But the two Towers is not a failure but it does not match up to the quality of the Fellowship of the Ring.The Two Towers continues the adventures of the fellowship as they separate and take their own routes; Frodo makes his way to Mordor with Sam, and his guide Gollum, Aragorn, Legolas and Gimli head to find Merry and Pippin and to defend Helms Deep from Isengard. The film struggles to make an impact, although the film is good enough to keep your interest high for the concluding part in the trilogy, the Return of the King.","Helpful","•","4","0","Steven_Hibs","https://www.imdb.com/user/ur6511300/?ref_=tturv_usr_276_t","Aug 10, 2005","https://www.imdb.com/title/tt0167261/review/rw1146739/?ref_=tturv_perm_276"
"2","/10","https://www.imdb.com/title/tt0167261/review/rw1064126/?ref_=tturv_277","long, too long, fell asleep","Let me be the dissenting voice in the wilderness. I don't like this series of movies.The special effects are flat out amazing but the story...ug. I just can't get into it at all. I've seen and sat through the first and third chapters, but the second one (reviewed here) bored me to sleep.I always wondered why, in sci-fi movies that have magic in them, the characters don't just magically arrive at their destination. Or go by air on some creature. These long soul building adventures just are not for me.Maybe in ten years I'll be able to appreciate this series, but not now.","Helpful","•","1","3","knifeintheeye","https://www.imdb.com/user/ur4959989/?ref_=tturv_usr_277_t","Apr 20, 2005","https://www.imdb.com/title/tt0167261/review/rw1064126/?ref_=tturv_perm_277"
"7","/10","https://www.imdb.com/title/tt0167261/review/rw10003071/?ref_=tturv_278","There's plenty going on, so keep up","","Helpful","•","2","2","DanLawson146","https://www.imdb.com/user/ur53070956/?ref_=tturv_usr_278_t","Sep 9, 2024","https://www.imdb.com/title/tt0167261/review/rw10003071/?ref_=tturv_perm_278"
"9","/10","https://www.imdb.com/title/tt0167261/review/rw0986515/?ref_=tturv_279","Peter Jackson does it again, pure screen magic!","Peter Jackson has done it again, with the second movie in the Lord of the Rings trilogy, ""The Two Towers"". An excellent film, but it is my least favourite in the trilogy.Sam and Frodo continue their journey towards Mordor to rid Middle Earth of the One Ring, while Aragon, Gimli and Legolas prepare to do battle with the armies of the dark. Also, we get to see Gollum for the first time in this film, in all of his CG glory! Pure screen magic. Amazing special effects, a great storyline continuing the tale, this is a film that should definitely not be missed! The end battle is pure CG magic! Peter Jackson has done it once again! I recommend the extended edition, which shows us more in this wonderful tale.I say that this is my least favourite in the trilogy for the simple reason that it jumps from Sam and Frodo, to Aragon and Legolas, to Merry and Pippen, and back and forth. It can get somewhat confusing and hard to follow if you have not read the books.Despite this one minor flaw, the film is eye-poppingly beautiful, from the beautiful scenes, to the amazing special effects. Definitely not a film to be missed!","Helpful","•","4","0","croatiansensation29","https://www.imdb.com/user/ur4452141/?ref_=tturv_usr_279_t","Dec 28, 2004","https://www.imdb.com/title/tt0167261/review/rw0986515/?ref_=tturv_perm_279"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw0985428/?ref_=tturv_280","the middle of the trilogy","","Helpful","•","4","0","FrankBooth_DeLarge","https://www.imdb.com/user/ur4111911/?ref_=tturv_usr_280_t","Dec 24, 2004","https://www.imdb.com/title/tt0167261/review/rw0985428/?ref_=tturv_perm_280"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw0586677/?ref_=tturv_281","My favorite of the 3 movies","I have to say that without a doubt, this movie is my personal favorite of the 3 movies in the trilogy.  Why?  I love the tension and overall sense of gloom the actors, and more noteably, the score portray for us.  Rohan seems like it would normally be a beautiful, bright, happy place, but a dark shadow has fallen over it.  Very well done in this sense.  Sometimes, it is just dreadfully quiet as the actors deliver their lines with just a hint of music in the background.  When Eomer delivers the line....""Do not trust to hope, it has forsaken these lands."" it still gives me goose bumps.  Same with Theoden as he conveys his sense of being alone in this fight at Helm's Deep to Aragorn...""Yes, my Lord Aragorn, we ARE alone."" Awesome....Some other awesome things I loved about this movie:-Gimli is hilarious...him and Legolas also interact well -The Uruks are just some bad mothers...I love them and hate them -The Battle of Helm's Deep is so tense and nervy...not to mention great action -Boromir flashback by Faramir was incredible, and necessary -Gollum......enough said -PO-TA-TOES!!!  I love that scene...still cracks me up. -The Nazgul on the fell beasts are scary! -The dead marshes totally creep me out...well done -The Ents attacking Isengard was one of the coolest things to watch-Even though totally fabricated...I love the warg scene -Every scene in Rohan was great, I can't say enough about the score and awesome actng by Theoden, Eomer, Aragorn, and Gandalf -LOVE the cliff hanger ending and the closing credits music -The EE adds SO MUCH to this movie...every extra scene works for me -this movie has GREAT comic relief (Eowyn's stew comes to mind, and everything out of Gimli's mouth)I think I'll watch it again tonight","Helpful","•","3","1","bh606644","https://www.imdb.com/user/ur1368465/?ref_=tturv_usr_281_t","Jan 9, 2004","https://www.imdb.com/title/tt0167261/review/rw0586677/?ref_=tturv_perm_281"
"7","/10","https://www.imdb.com/title/tt0167261/review/rw0586666/?ref_=tturv_282","competent, but not compelling","This series seems competently made, but it lacks the drive that Tolkien displayed. Even if I look past the fact that a lot of the visuals seem to be based on the works of doodler Allan Lee, I cannot get past the vision of good and bad, which seems to be the same as in any other Hollywood movie, and so far removed from the conservative, cold-romantic view of the original author. There's history. There's written history. Then there were a bunch of irreverent hobbits, who figured they could write the history from a hobbit's eye perspective. That (red) book got translated by an English professor.
I remember the doubts from Tolkien fans when they heard Peter Jackson was going to film LotR. At first, I shared those doubts, but then I realised that he was only following tradition. Of course, he would be making a romanticized, Hollywoodized version of the story. He would be making a fiction based on a true story, and he would be doing that true story injustice in the process. Taking that as a given, would the end result still be an enjoyable movie, all by itself? And I think that largely it is; but I don't see it as more than a competent re-telling of the subject matter. I liked Tolkien's more factual translation better. The LotR trilogy is hastily told, at times it feels like I am looking at abstracts of the book.","Helpful","•","1","3","abknor","https://www.imdb.com/user/ur2493833/?ref_=tturv_usr_282_t","Dec 30, 2003","https://www.imdb.com/title/tt0167261/review/rw0586666/?ref_=tturv_perm_282"
"7","/10","https://www.imdb.com/title/tt0167261/review/rw0586630/?ref_=tturv_283","A great movie for the eyes, not the mind.","TTT should be taken for what it is, a visually attractive, popcorn fun, crowd-pleaser.  In this respect, the movie does it perfect.  The action is well choreographed, and very interesting to watch.  Peter Jackson is very good at this.  He makes movies interesting.  He makes movies fun to watch. This whole movie was a big story, with really no inner message.  My mind did not go through any thought process this whole movie.  I just sat in my cushioned seat, and absorbed the action/adventure fest this movie gave me. And as I said, this movie does that well.The cinematography was amazing.  You could tell that most of the time making movie was spent in a little room, on a computer, animating Golem, who felt like a real person.  Also, considering most of the background and sets were made by computers, they did a great job with that.The story also was very good, mainly because it is from what is considered one of the greatest books of all time.Also, the movie is very eye-catching, and you can tell Peter threw in some things just to make sure you were watching (Legolos jumping onto his horse is a perfect example).  This makes the movie feel like ""The Matrix"", which is something many directors trying to make an epic DO NOT want.The love story could have been done without, as I forgot every part of the movie with that in it.  I can't even remember who was in love with Liv Tyler.  This felt like they were trying to add more meaning into the battle scenes with whoever she loved, but I could see no connection between the two.Also the character development... wasn't their.  Unless you consider Gandalf becoming ""White"", or Frodo becoming woozier, character development, i felt none in the movie.There are many movies that I sit and wonder after, not because of I being confusing, because that is what the director wants you to do.  The Pianist, One Flew Over the Cuckoo's Nest, Chinatown, 2001, A Clockwork Orange and others all made me do this.  After seeing this in theaters, I was right out of the theater, and discussing how ""cool"" the battle scenes were.  Wow. Gripping.But I would be lying if I said I didn't enjoy it.  Throughout the whole movie, my eyes were fixed on the screen.  I mean, almost any male, despite how ""inner"" they say they are, can't resist 25 minute battle scenes with fire and ogres.But this movie was easily forgotten in the thoughtful part of my mind. But it will always be in the ""Wow!  Look at that!  Once in a lifetime!"" part.I give The Two Towers:  7/10","Helpful","•","2","2","PigeonsAreTasty","https://www.imdb.com/user/ur2563378/?ref_=tturv_usr_283_t","Dec 1, 2003","https://www.imdb.com/title/tt0167261/review/rw0586630/?ref_=tturv_perm_283"
"3","/10","https://www.imdb.com/title/tt0167261/review/rw0586604/?ref_=tturv_284","Sacrilege (Some Spoilers)","","Helpful","•","0","4","KishenGajjar","https://www.imdb.com/user/ur1788370/?ref_=tturv_usr_284_t","Nov 18, 2003","https://www.imdb.com/title/tt0167261/review/rw0586604/?ref_=tturv_perm_284"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw0586571/?ref_=tturv_285","Unbelievable","This movie is a first rate epic.  From start to finish, it delivers the essence of Tolkien and his world.  From Gollum to Helm's Deep, the special effects are innocent fun and spectular.  I think Helm's Deep is unbelievable though.  Peter Jackson knows what he's doing.  He has a vision of Middle Earth, that none of us could've imagined.On one hand this is a fantasy, and it's totally not real.  That's why I think it's unbeliveable.  How could this happen?  I don't know. But all I care is that at least it's good.The movie will utterly be remembered years from now.","Helpful","•","4","0","jpc8024","https://www.imdb.com/user/ur2759026/?ref_=tturv_usr_285_t","Oct 30, 2003","https://www.imdb.com/title/tt0167261/review/rw0586571/?ref_=tturv_perm_285"
"8","/10","https://www.imdb.com/title/tt0167261/review/rw0586506/?ref_=tturv_286","Pretty darned good but...","...not as good as Fellowship. Loved Smeagol - more expressive than most of the human actors in the film. But I was reminded of watching the Baski animated version - this section of the saga suffers from cutting between gripping stuff and tedious stuff, especially Merry and Pippin on bloody boring Treebeard. Loved the addition of the warg attack but it did have the effect of making Middle Earth seem tiny and, if Saruman's forces could reach Rohan so quickly then why didn't he head straight for Helm's Deep and stop them getting in? Eh?Also, the battle left me cold. Compared to Boromir's last stand, all these computer-generated t**ts running about were just unconvincing. And why is Gimli nothing but clumsy comic relief? All that 'toss me' stuff - terrible.But, by far the worst crime here is Legolas skateboarding down the steps. I expected Huey Lewis and the News to kick in.That aside, I will watch the DVD over and over but I'm hoping the extended version, as with Fellowship of the Ring, will iron out the pacing problems and give us more character study to balance the action.","Helpful","•","4","0","Dereksdontrun","https://www.imdb.com/user/ur2623297/?ref_=tturv_usr_286_t","Aug 29, 2003","https://www.imdb.com/title/tt0167261/review/rw0586506/?ref_=tturv_perm_286"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw0586502/?ref_=tturv_287","Great on several levels","""The Two Towers"" is every bit as engrossing and well-developed as its predecessor, plus I believe its new characters (those not introduced in ""Fellowship"") are some of the most intriguing ever conceived and put on film. You have Gollum, King Theoden, Eowen, Faramir, Grima, Treebeard and many others. Peter Jackson chose the absolute best actors for his trilogy, I'll give no ground on that point. One might argue about Gollum and Treebeard's categorization as ""actors"", but I say that whether they're CG or human, someone had to write the script and imagine the expressions. The existing characters are developed even more deeply in TT. Sam's humanity, Frodo's compassion, Aragorn's evolving kingship, Arwen's deep love, Gandalf's new transcendent presence, all add richly to the middle chapter of the trilogy. For epic ""sweep"", you'll have to go far to match TT. The scenes at Helm's Deep, with all of the defenders bunkered in as the numberless forces of Sauron converge on them, is the very picture of desperation, and Jackson masterfully gives us both breadth and detail. Gollum's split-personality conflicts as ""Smeagol/Gollum"" are nothing short of perfect, and unlike mainstream movies, we aren't spoonfed the reasoning behind his condition, we just get to puzzle it out for ourselves, like intelligent humans! What a relief. Howard Shore's score is again one I'd buy for myself.I think that the main criticism of TT on this board is that the movie is dull, or that it relies too heavily on special effects. On the ""dullness"" comment, I'd say that what's one viewer's ""dullness"" is another's character development, dialogue, and foreshadowing. It's called ""filmmaking"", along the lines of Kubrick and the Merchant/Ivory team. On the special effects comments, I'd counter that if special effects add to the plot and don't distract, then I'm perfectly OK with them. Now, I wouldn't be drawn to a film totally comprised of special effects, but TT is nothing like that. It's employment of them is only for the sake of plot and believeability. Would you want some guy playing Gollum, heavily made up, and totally false? No thanks. I bought the general release DVD yesterday, instead of waiting for the extended version, which I will purchase also. I only hope that TT's extended version is as fantastic as Fellowship's turned out to be.","Helpful","•","3","1","nankipoo","https://www.imdb.com/user/ur1119724/?ref_=tturv_usr_287_t","Aug 29, 2003","https://www.imdb.com/title/tt0167261/review/rw0586502/?ref_=tturv_perm_287"
"9","/10","https://www.imdb.com/title/tt0167261/review/rw0586476/?ref_=tturv_288","Compelling","Thank You Peter Jackson.  These films are absolutely magical.  The Two Towers has flaws, but is still a great experience of a movie.  I looked at some of those who post to slam this film.  One said that when he buys the movie he would use scene selection to skip over the parts he didn't like.  I suppose the irony was lost on that one.  I also saw a lengthy slam where the poster stated that on the two viewings he had of the film people were laughing at golem.  I love this film, but I have only seen it once.
So do you see...  this is a great movie.  Even those who hate it can't look away.  Even though it betrays their personal take on the books, there is magic on the screen that keeps them coming.I will buy the DVD promptly Aug 26th.","Helpful","•","4","0","Cristofer Seven","https://www.imdb.com/user/ur0871817/?ref_=tturv_usr_288_t","Aug 24, 2003","https://www.imdb.com/title/tt0167261/review/rw0586476/?ref_=tturv_perm_288"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw0586455/?ref_=tturv_289","One of the best fantasy films of all time","Jackson and his team have managed to actually top their first feature (at least in its theatrical version) with this amazing, over the top, deep-running fantasy epic.  The performances are on, with Rhys-Davies and Bloom's comradery adding an element that was somewhat missing from the first film.  The action elements are well-balanced with the dialogue, the visuals are totally stunning.  But the real star of this movie, probably for all time, is the CGI creation to top all others:  Gollum, who comes to leave breathing and smacking his lips and seeming every bit as real as any actor on the set could be.  It was truly amazing to watch this effect work on an audience that could forget, in such memorable scenes as Gollum's late night conversation with himself (as Smeagol), that it was not watching an actual fantastic creature.  Never has the suspension of disbelief been so complete in a fantasy movie, and never has a fantasy world been created with such care and attention to detail, as well as to the flow of the story and characters.","Helpful","•","2","2","funkyfry","https://www.imdb.com/user/ur0178741/?ref_=tturv_usr_289_t","Aug 3, 2003","https://www.imdb.com/title/tt0167261/review/rw0586455/?ref_=tturv_perm_289"
"10","/10","https://www.imdb.com/title/tt0167261/review/rw0586422/?ref_=tturv_290","Very good film, but barely Tolkien!","Having seen FOTR and loved it - the acting, the scenery, the sets, and the fact that the film captured the spirit of Tolkien, I was desperate to see TTT. I knew that it was going to be changed from the book more than FOTR had been, but didn't know that it was going to be changed to the extent that it was.1. The nauseating 'Arwen' inclusion is a disaster. It has nothing to do with Tolkien, however romantic and 'beautiful' they tried to make the scenes, and despite the fact that they had Hugo Weaving's seductive voice in one of them (in point of fact that was the only scene with 'Arwen' that bore a remote resemblance to Tolkien, i.e. the appendix). Putting this virtually new character into the film has meant that various changes were made which took away from much needed time that could have been used to explore the real Tolkien story. For instance, why have the Warg fight - just so that Aragorn could fall over a cliff and have 'Arwen' change into a horse over him? It was totally unnecessary to change Tolkien's storyline - the original story is brilliant enough in itself.And why does 'Arwen' appear everywhere in the promotional stuff - is she being used to promote the film? The main characters in the story are FAR more important, and they are who most people feel is important to the story, and want to see.2. Why did Eomer disappear for virtually the whole film? Why was Treebeard - supposedly the oldest and wisest being in Middle-earth - portrayed as stupid? Where was the noble Faramir? Why wasn't there more of Gandalf, who is the figure around which everything turns? Where were the wonderful Huorns, and all the action involving them, which we were so much looking forward to? Why was there so little about the Hobbits, who with Gandalf are the main characters in Tolkien's LOTR? None of this is the fault of the actors, because the casting for the film is excellent - it is great that they used mostly British, New Zealand and Australian actors who weren't known 'movie stars', which would have completely ruined the film. It is to do with the way the story was rewritten.Certainly there are brilliant things in the film - Gollum, Gandalf leading the charge on Shadowfax at the end of the film, the three running at the beginning of the film, the horses, Edoras, Helm's Deep, the marching Uruk Hai, New Zealand as Middle Earth, the costumes, among other things . . . but it would have been so much better if the story had been stuck to. The changes just seem so pointless, and I've heard far more criticism than praise for them.I really, really hope ROTK will go back to the books, but think this may be a forlorn hope - for one thing, I don't know how they could squash everything in from TTT that wasn't included in the film, and still do ROTK justice.","Helpful","•","1","3","Bottlebrush","https://www.imdb.com/user/ur2217732/?ref_=tturv_usr_290_t","Jul 3, 2003","https://www.imdb.com/title/tt0167261/review/rw0586422/?ref_=tturv_perm_290"
